Id,OwnerUserId,Score,ViewCount,CommentCount
21072,7224.0,1,,1
21073,873.0,1,,1
21074,8524.0,-2,120.0,2
21075,2513.0,8,801.0,6
21076,8504.0,5,878.0,4
21077,8076.0,11,,12
21078,8525.0,4,128.0,2
21079,2485.0,8,,3
21080,8526.0,0,,0
21081,8527.0,3,1339.0,7
21082,3903.0,1,,0
21083,5836.0,4,,0
21085,183.0,1,,0
21086,2403.0,2,620.0,0
21087,5792.0,0,,1
21088,4856.0,4,,4
21090,7828.0,0,,1
21091,8528.0,1,,5
21092,8041.0,4,249.0,0
21093,8076.0,8,,2
21095,8528.0,5,,6
21096,401.0,3,144.0,0
21098,2775.0,3,,4
21099,6869.0,1,,0
21100,3919.0,2,,0
21102,8534.0,42,,2
21103,4754.0,16,3882.0,0
21104,44618.0,3,3650.0,6
21105,7529.0,13,,3
21106,4864.0,2,1025.0,0
21107,8207.0,2,181.0,4
21108,7224.0,3,,1
21109,6637.0,1,429.0,6
21111,6244.0,0,210.0,0
21112,339.0,4,845.0,0
21113,7224.0,15,,4
21114,7863.0,1,362.0,2
21115,6489.0,4,81.0,2
21116,449.0,13,,1
21117,1356.0,8,402.0,0
21118,919.0,5,,1
21119,8541.0,6,913.0,8
21120,8542.0,0,180.0,0
21121,6329.0,7,802.0,4
21122,2403.0,1,201.0,0
21123,603.0,1,,0
21124,7555.0,2,,1
21125,2669.0,1,,0
21126,5594.0,0,,0
21128,5594.0,4,,0
21129,7555.0,5,,0
21130,4364.0,5,,0
21131,8402.0,0,,0
21133,8544.0,0,,0
21134,7555.0,1,,1
21135,6725.0,3,,1
21136,2970.0,11,,1
21137,8353.0,2,710.0,3
21138,2669.0,3,,2
21139,7972.0,1,847.0,1
21140,8417.0,0,1195.0,0
21141,6633.0,8,659.0,1
21142,2669.0,5,,0
21144,8067.0,1,66.0,1
21145,8549.0,4,1536.0,0
21146,2965.0,1,,2
21147,8033.0,1,,4
21148,8507.0,2,,6
21149,3671.0,1,375.0,2
21150,7529.0,4,,0
21151,8552.0,1,36.0,0
21152,1643.0,28,5745.0,0
21153,8076.0,16,946.0,2
21155,339.0,2,,0
21156,2046.0,2,511.0,0
21157,3277.0,2,,1
21158,686.0,1,,1
21159,686.0,1,,4
21160,8555.0,1,383.0,0
21161,1443.0,4,370.0,2
21162,8557.0,1,654.0,5
21164,7734.0,2,3567.0,0
21166,279.0,1,,1
21167,8560.0,1,1599.0,0
21168,2044.0,1,,0
21169,7983.0,3,1557.0,1
21170,279.0,0,,0
21171,7555.0,5,,0
21172,8561.0,3,179.0,0
21173,8562.0,3,877.0,5
21174,8242.0,1,,0
21175,6884.0,4,,0
21176,8402.0,1,,0
21177,3310.0,0,376.0,0
21178,2403.0,1,193.0,0
21179,2403.0,1,241.0,1
21180,858.0,8,636.0,0
21181,2513.0,3,,2
21182,279.0,1,,1
21183,6888.0,0,249.0,0
21184,8242.0,0,,1
21185,919.0,6,,12
21186,8528.0,3,,1
21187,5429.0,3,,0
21188,601.0,3,,4
21189,6633.0,18,,1
21190,1098.0,2,179.0,0
21192,8527.0,2,231.0,0
21193,4673.0,5,2218.0,2
21194,4673.0,4,,1
21195,8447.0,1,251.0,7
21196,8076.0,1,,0
21197,7529.0,4,,4
21200,7972.0,1,,2
21201,7972.0,4,,6
21202,7972.0,2,,3
21203,8552.0,6,743.0,4
21204,8576.0,1,,7
21205,8571.0,5,,1
21206,8137.0,1,219.0,0
21207,8566.0,3,2837.0,0
21208,4856.0,7,,0
21210,7290.0,5,,0
21211,795.0,1,,0
21212,1106.0,2,436.0,0
21214,,1,2155.0,5
21215,1735.0,1,,2
21216,438.0,1,,0
21217,8041.0,1,,0
21218,8143.0,0,80.0,3
21219,8171.0,1,,0
21220,8569.0,2,308.0,1
21221,8570.0,1,115.0,8
21222,8112.0,5,4294.0,2
21223,8143.0,1,,3
21224,5242.0,5,1255.0,3
21225,8076.0,6,,1
21226,3277.0,14,,1
21227,7224.0,11,,9
21228,5836.0,1,,0
21229,6096.0,2,765.0,1
21230,5429.0,3,,4
21231,8575.0,0,120.0,2
21232,686.0,5,,0
21233,8137.0,2,786.0,3
21234,6869.0,1,,0
21235,6633.0,1,,1
21237,6096.0,10,5477.0,4
21238,6844.0,0,203.0,2
21240,6633.0,-4,,16
21241,6884.0,1,248.0,7
21243,1108.0,25,,8
21244,8447.0,2,,3
21245,8428.0,2,379.0,0
21246,4856.0,3,,0
21248,2898.0,2,,2
21249,7972.0,1,,0
21250,2898.0,0,,0
21251,3874.0,0,,0
21253,8583.0,2,83.0,0
21254,7471.0,1,153.0,0
21255,8584.0,1,,0
21256,8586.0,2,,1
21257,3691.0,3,215.0,3
21258,2669.0,1,,0
21259,7972.0,0,,1
21260,4253.0,4,,2
21261,7972.0,3,,0
21262,7972.0,1,,1
21263,8589.0,2,342.0,0
21264,7972.0,1,,0
21265,8590.0,6,15703.0,5
21266,1381.0,2,,2
21267,8591.0,2,64.0,0
21268,8417.0,0,410.0,7
21270,493.0,4,,0
21271,7795.0,2,212.0,0
21272,3098.0,7,420.0,0
21273,4856.0,2,,3
21274,3919.0,3,,0
21276,8041.0,1,,9
21277,8076.0,2,,6
21278,8595.0,1,399.0,2
21279,7972.0,6,,1
21280,4257.0,6,,2
21282,8599.0,6,1540.0,1
21283,6096.0,-1,540.0,2
21284,4679.0,2,128.0,0
21285,7224.0,4,,0
21287,8055.0,0,,0
21288,4856.0,3,208.0,5
21289,8600.0,1,93.0,2
21290,7893.0,2,,0
21291,6434.0,4,698.0,0
21292,7290.0,9,,1
21293,2728.0,1,,0
21294,601.0,2,,0
21295,6129.0,2,,0
21296,3691.0,1,,0
21297,747.0,8,1255.0,1
21298,1106.0,12,2287.0,3
21299,449.0,3,,0
21300,8605.0,1,471.0,0
21301,601.0,4,,1
21302,8076.0,6,,0
21303,8353.0,0,264.0,4
21305,449.0,12,,5
21306,2958.0,0,,0
21307,7497.0,11,,0
21308,8607.0,0,405.0,5
21309,7497.0,2,,0
21310,7497.0,1,,0
21311,6971.0,2,1102.0,2
21312,8220.0,5,,0
21315,8610.0,4,1659.0,0
21316,6961.0,3,,2
21317,3722.0,4,961.0,0
21318,8612.0,2,483.0,3
21319,2046.0,6,4160.0,0
21320,6552.0,7,,0
21321,6971.0,3,,5
21322,887.0,3,,3
21323,8447.0,0,,0
21325,686.0,3,,0
21326,7918.0,1,247.0,3
21327,8616.0,1,80.0,0
21328,,4,,4
21329,8469.0,1,97.0,0
21330,8619.0,1,,1
21331,8618.0,2,187.0,1
21332,8621.0,0,835.0,6
21333,2728.0,2,,1
21334,8622.0,1,,0
21335,8623.0,0,301.0,7
21337,8259.0,-1,,1
21339,2728.0,5,168.0,0
21340,2040.0,4,2512.0,0
21341,449.0,1,,0
21343,2817.0,9,1804.0,2
21344,7224.0,1,,3
21345,6355.0,1,539.0,5
21346,6355.0,20,2958.0,0
21347,3310.0,1,113.0,0
21348,4856.0,13,,0
21349,7972.0,3,,1
21350,8625.0,4,6454.0,1
21351,5594.0,16,,1
21352,887.0,5,,0
21353,7972.0,4,,1
21354,8605.0,2,,0
21355,2149.0,1,316.0,0
21356,4673.0,1,,2
21357,7290.0,10,,3
21358,8076.0,3,,4
21359,4376.0,7,,8
21360,449.0,2,,0
21361,2669.0,0,,0
21362,2513.0,3,371.0,0
21363,8630.0,0,217.0,2
21364,2973.0,6,,0
21365,8542.0,3,389.0,2
21366,7972.0,3,,1
21367,8067.0,0,,3
21368,7972.0,2,,0
21369,8605.0,1,,1
21370,3025.0,5,3729.0,2
21371,4737.0,7,,2
21372,8542.0,3,,1
21374,8507.0,4,,0
21375,8635.0,1,82.0,4
21376,159.0,3,,0
21377,7972.0,1,,0
21378,930.0,6,,0
21379,7972.0,3,,1
21380,5635.0,9,2092.0,6
21382,7788.0,3,,1
21383,1390.0,12,,1
21384,8041.0,2,,1
21385,2116.0,7,,0
21386,8637.0,4,,0
21387,5429.0,4,,0
21388,6521.0,1,,0
21389,8638.0,4,205.0,4
21390,1381.0,2,,0
21391,8109.0,1,121.0,2
21392,8639.0,0,416.0,2
21393,7983.0,3,2149.0,2
21394,1764.0,1,,2
21395,7255.0,9,4338.0,13
21397,449.0,10,,0
21398,1645.0,13,3041.0,2
21399,8641.0,3,391.0,2
21400,1549.0,10,,1
21401,1390.0,16,,4
21402,7071.0,6,,0
21403,6720.0,6,4322.0,1
21404,2485.0,12,,4
21405,8186.0,7,536.0,1
21406,5836.0,11,,3
21407,2817.0,5,,0
21408,7224.0,4,,0
21409,8605.0,3,,4
21410,7555.0,3,,0
21411,8605.0,1,,0
21412,7290.0,3,,0
21413,7224.0,1,,0
21414,919.0,4,,2
21415,4559.0,1,248.0,4
21416,8616.0,0,299.0,1
21417,7972.0,15,,3
21418,8616.0,2,,0
21419,6637.0,11,3424.0,6
21420,6250.0,2,375.0,0
21421,776.0,0,389.0,0
21422,8447.0,3,,0
21423,1764.0,1,,0
21424,8076.0,1,,6
21425,8647.0,8,,0
21426,8646.0,3,262.0,6
21428,8605.0,2,,10
21429,4127.0,2,723.0,10
21430,8605.0,12,,5
21431,8605.0,2,,2
21434,8650.0,3,182.0,0
21435,2669.0,3,,2
21436,1764.0,1,,2
21437,8605.0,1,136.0,0
21438,7290.0,3,,0
21439,8653.0,7,842.0,2
21441,7250.0,0,,0
21442,8655.0,3,350.0,1
21443,3277.0,3,,2
21444,6872.0,2,,1
21445,8657.0,2,307.0,1
21446,3248.0,1,,0
21447,5280.0,3,4463.0,2
21448,4290.0,0,72.0,0
21449,3248.0,1,,2
21450,8076.0,2,,2
21452,8076.0,4,,2
21456,449.0,4,,1
21457,2817.0,36,,12
21458,7555.0,4,,0
21459,2129.0,4,,3
21460,264.0,2,,0
21461,8076.0,2,,0
21462,8605.0,0,,1
21463,8662.0,0,676.0,1
21464,6637.0,1,,1
21465,8662.0,7,4619.0,1
21466,7972.0,5,,9
21467,8663.0,1,519.0,3
21468,7972.0,1,,2
21469,7972.0,1,,0
21470,7972.0,1,,0
21471,8650.0,1,261.0,2
21472,5429.0,1,,0
21473,8664.0,9,25066.0,1
21474,8605.0,2,,5
21475,686.0,3,,3
21476,8666.0,1,98.0,3
21478,7250.0,7,,9
21479,7972.0,2,,0
21480,8289.0,6,279.0,2
21481,2669.0,0,,0
21483,4253.0,8,,0
21484,2634.0,2,198.0,2
21485,5546.0,1,197.0,0
21486,7608.0,9,1943.0,8
21487,6633.0,2,,0
21488,1540.0,3,,0
21489,8605.0,3,,0
21490,8605.0,0,,5
21492,7224.0,1,,0
21494,8669.0,3,359.0,3
21495,449.0,4,,3
21496,8076.0,0,,0
21497,-1.0,0,,0
21498,449.0,0,,0
21499,8670.0,3,4331.0,0
21500,3019.0,3,,0
21501,449.0,5,,1
21502,741.0,6,383.0,0
21503,2634.0,3,386.0,5
21504,930.0,7,,2
21505,264.0,3,,3
21506,8402.0,2,284.0,1
21507,930.0,12,,1
21508,8605.0,4,,3
21509,8672.0,1,,1
21510,8673.0,3,797.0,1
21511,88.0,4,,5
21512,8674.0,2,217.0,2
21513,2513.0,2,,0
21514,8675.0,1,,1
21515,8627.0,1,7286.0,12
21516,7972.0,3,,2
21517,8677.0,4,450.0,0
21518,5836.0,4,,4
21519,2817.0,3,342.0,1
21520,8669.0,0,,1
21521,8678.0,2,,0
21522,8669.0,0,,0
21523,6633.0,2,,4
21524,8676.0,4,,0
21525,4559.0,2,432.0,0
21526,7972.0,0,,0
21527,1679.0,1,,4
21528,7972.0,1,,1
21529,8605.0,2,,1
21530,7789.0,4,1690.0,1
21531,8676.0,4,,8
21532,3468.0,1,,2
21533,8679.0,0,230.0,0
21534,2817.0,2,,0
21535,1834.0,1,59.0,1
21536,8680.0,0,309.0,4
21537,2806.0,0,144.0,0
21538,8605.0,1,,0
21539,7034.0,6,5889.0,0
21541,8686.0,1,424.0,4
21542,8687.0,2,,0
21543,8582.0,0,111.0,0
21544,8657.0,1,,0
21545,8688.0,3,173.0,0
21546,7224.0,2,,2
21547,8694.0,5,266.0,0
21548,8109.0,1,139.0,3
21549,8689.0,0,1875.0,4
21550,603.0,8,,6
21551,8692.0,27,7955.0,0
21552,8693.0,4,,0
21554,8695.0,2,226.0,1
21555,1036.0,7,,8
21556,6412.0,1,512.0,4
21557,8639.0,2,617.0,0
21558,4240.0,1,,0
21559,892.0,2,,0
21560,8697.0,1,156.0,2
21561,6633.0,3,,1
21562,892.0,1,,2
21564,4763.0,-3,,1
21565,4705.0,11,5016.0,5
21566,8076.0,13,,11
21567,8699.0,2,638.0,4
21568,5946.0,3,231.0,0
21569,7972.0,1,,3
21570,8533.0,0,388.0,1
21572,8065.0,11,6154.0,2
21574,5321.0,4,248.0,0
21575,4544.0,1,246.0,3
21576,5935.0,2,,2
21577,7817.0,2,,2
21578,8452.0,2,194.0,7
21579,1913.0,0,,0
21581,8702.0,4,2208.0,8
21582,8605.0,2,,3
21583,7972.0,2,,0
21584,4856.0,5,,8
21585,8703.0,1,360.0,0
21586,8120.0,2,,0
21587,3929.0,1,445.0,0
21588,5739.0,4,,0
21589,4505.0,3,,2
21590,6781.0,4,549.0,6
21591,8705.0,1,1660.0,7
21592,2728.0,10,1197.0,4
21593,8207.0,5,,1
21594,7224.0,3,,3
21595,6096.0,2,276.0,2
21596,8709.0,6,7315.0,1
21597,1118.0,10,,0
21598,7482.0,2,,0
21599,7529.0,4,,1
21600,8605.0,1,464.0,0
21601,7482.0,6,556.0,0
21602,930.0,16,,7
21606,,5,,2
21607,7972.0,2,,0
21609,7972.0,6,,0
21611,7972.0,2,,0
21612,6869.0,1,,0
21613,4054.0,6,3907.0,5
21614,966.0,1,,1
21615,7972.0,1,,0
21617,686.0,1,,0
21618,8712.0,1,170.0,2
21619,8713.0,2,3101.0,4
21621,88.0,9,,0
21622,88.0,1,,1
21623,741.0,5,143.0,8
21624,3136.0,2,,0
21627,8716.0,1,124.0,0
21628,5657.0,2,91.0,0
21629,4253.0,3,,0
21630,8109.0,0,309.0,4
21631,8719.0,2,448.0,1
21632,3382.0,1,,1
21634,8605.0,2,,1
21635,8377.0,0,64.0,2
21636,887.0,3,,0
21637,62.0,0,536.0,2
21638,8686.0,2,267.0,6
21639,478.0,6,,6
21640,686.0,2,,0
21641,8721.0,1,505.0,2
21645,8676.0,3,,6
21646,7290.0,2,,2
21647,2040.0,2,,0
21649,8725.0,0,719.0,0
21650,2817.0,1,,5
21652,7828.0,1,,0
21653,7828.0,1,,0
21654,8725.0,0,,0
21655,8729.0,0,115.0,0
21656,8730.0,8,187.0,2
21657,2669.0,4,,2
21658,6096.0,0,177.0,2
21659,3125.0,3,2274.0,0
21660,8605.0,2,,7
21661,8605.0,1,,0
21663,8605.0,2,,2
21664,5657.0,8,,2
21665,8733.0,2,236.0,6
21666,7290.0,7,,0
21667,8207.0,2,,0
21668,8732.0,0,332.0,2
21669,7290.0,31,,1
21671,8735.0,3,,0
21673,8686.0,0,153.0,1
21674,8507.0,2,,3
21675,887.0,0,,0
21676,8736.0,0,156.0,0
21677,7952.0,3,204.0,2
21678,8735.0,1,,0
21679,8739.0,0,187.0,3
21680,8738.0,2,,0
21681,1643.0,2,2232.0,3
21682,8590.0,-3,,4
21683,8590.0,1,232.0,1
21685,2405.0,1,570.0,2
21686,2040.0,8,,2
21687,226.0,1,239.0,0
21688,6015.0,4,,0
21689,8109.0,1,60.0,1
21690,7788.0,0,,0
21691,1150.0,8,2126.0,3
21692,5397.0,1,1236.0,0
21693,2040.0,1,,6
21694,1764.0,2,,0
21695,8686.0,1,84.0,6
21696,887.0,6,,0
21698,8109.0,3,211.0,0
21699,8744.0,2,,1
21700,2149.0,0,701.0,0
21701,8605.0,2,,3
21704,7972.0,1,,0
21705,7910.0,2,301.0,2
21707,8177.0,3,,0
21709,7365.0,2,,2
21710,8605.0,1,,0
21711,8242.0,0,,0
21712,887.0,1,,0
21715,8101.0,1,185.0,0
21716,7071.0,1,,5
21717,2063.0,7,11002.0,1
21718,1079.0,3,115.0,7
21719,8076.0,1,,2
21720,8749.0,1,1149.0,1
21721,8750.0,3,,3
21722,8560.0,1,274.0,2
21724,6446.0,2,224.0,0
21725,2728.0,0,90.0,0
21726,2728.0,2,,1
21727,6096.0,1,445.0,0
21728,2728.0,0,,0
21729,8539.0,1,,1
21730,8539.0,0,,0
21731,7555.0,4,,3
21732,4505.0,1,,4
21733,4505.0,3,,0
21734,4505.0,1,,0
21735,5546.0,3,3536.0,3
21736,5546.0,1,555.0,7
21737,8177.0,2,,0
21738,5546.0,7,4636.0,2
21739,2669.0,3,,3
21740,7555.0,12,,7
21741,8200.0,1,,0
21742,4127.0,0,245.0,3
21743,8735.0,-1,,2
21745,8752.0,1,414.0,3
21746,7828.0,1,,0
21747,6096.0,1,559.0,5
21748,8753.0,4,145.0,2
21749,7972.0,6,,10
21750,5836.0,6,,2
21751,8528.0,4,,1
21752,8748.0,3,482.0,0
21753,8402.0,3,,2
21754,8755.0,0,421.0,5
21755,686.0,7,,2
21756,686.0,1,,0
21757,7972.0,4,,0
21760,4054.0,10,991.0,1
21762,5397.0,0,158.0,0
21763,4253.0,4,,3
21765,264.0,4,,1
21766,919.0,4,,5
21767,8758.0,1,131.0,3
21768,8741.0,2,754.0,2
21769,8759.0,3,,0
21770,8760.0,6,1801.0,6
21771,8289.0,1,2451.0,2
21772,2150.0,3,,2
21773,1108.0,6,,0
21774,8605.0,6,,3
21775,8541.0,0,226.0,0
21776,8109.0,0,108.0,0
21777,8605.0,2,,0
21778,8605.0,2,,4
21779,2958.0,2,,1
21780,7893.0,3,,2
21781,1036.0,2,,0
21782,4505.0,2,,5
21783,364.0,1,98.0,1
21784,7555.0,1,,1
21785,7972.0,3,,8
21786,8762.0,2,,0
21787,8605.0,3,,4
21788,8605.0,2,,0
21789,9375.0,1,118.0,0
21790,6072.0,1,619.0,5
21791,8770.0,0,1293.0,6
21792,2150.0,7,,0
21793,5503.0,10,,4
21794,1977.0,1,,1
21795,-1.0,0,,0
21796,8605.0,0,,0
21799,8680.0,3,102.0,0
21800,8775.0,3,,0
21802,8605.0,1,,2
21804,7828.0,6,,0
21807,8114.0,5,891.0,2
21808,8780.0,1,269.0,1
21809,8778.0,8,512.0,1
21810,656.0,2,,4
21811,8781.0,2,1639.0,3
21813,7828.0,5,,0
21814,8560.0,6,,0
21815,8783.0,2,1208.0,5
21817,8762.0,1,,1
21818,5546.0,4,208.0,4
21819,4505.0,3,,1
21820,8785.0,1,,0
21822,6875.0,19,1396.0,2
21823,8605.0,3,,0
21824,7290.0,2,,8
21825,8789.0,7,1580.0,1
21826,8605.0,3,,0
21827,8523.0,0,97.0,0
21828,4505.0,2,,3
21829,8605.0,1,,2
21830,3572.0,1,,1
21831,6096.0,2,406.0,0
21832,3845.0,0,173.0,0
21833,8402.0,3,384.0,2
21834,8790.0,3,,4
21835,8605.0,0,,0
21836,1913.0,0,,0
21837,7529.0,0,,0
21838,7497.0,1,,0
21839,2073.0,1,70.0,0
21840,7290.0,12,,2
21843,6.0,2,122.0,3
21844,8793.0,6,3613.0,5
21845,686.0,0,,0
21846,2387.0,0,38.0,3
21847,,3,685.0,15
21848,6633.0,2,,0
21849,7250.0,17,,5
21850,30.0,5,718.0,4
21851,2485.0,4,345.0,2
21852,7290.0,2,,0
21854,6096.0,2,2969.0,3
21855,8605.0,13,,1
21856,-1.0,0,,0
21857,8605.0,0,,0
21858,22468.0,0,,0
21859,8605.0,0,,0
21860,-1.0,0,,0
21861,-1.0,0,,0
21862,-1.0,0,,0
21863,8605.0,0,,0
21864,-1.0,0,,0
21865,8605.0,0,,0
21866,919.0,0,,0
21867,8605.0,0,,0
21868,6579.0,7,758.0,2
21869,3248.0,1,,0
21870,88.0,4,,5
21871,8797.0,4,,3
21872,7770.0,2,872.0,3
21873,2669.0,4,,2
21874,6633.0,0,,1
21875,8560.0,2,748.0,0
21876,-1.0,0,,0
21877,930.0,0,,0
21878,-1.0,0,,0
21879,8605.0,0,,0
21880,16640.0,0,,0
21881,8605.0,0,,0
21882,-1.0,0,,0
21883,8605.0,0,,0
21884,3919.0,10,,1
21885,8801.0,3,444.0,1
21886,8605.0,3,,2
21887,8605.0,0,,0
21888,7555.0,5,,5
21889,8804.0,1,187.0,0
21890,8676.0,11,,1
21891,8676.0,1,,2
21892,2669.0,2,,1
21893,2728.0,2,54.0,0
21894,8797.0,3,,1
21895,8807.0,6,,2
21896,8803.0,16,1260.0,3
21898,8754.0,0,,0
21899,8754.0,0,,0
21900,8809.0,6,307.0,3
21901,7290.0,13,,6
21902,7224.0,2,,5
21903,5429.0,3,,0
21904,686.0,2,,0
21905,6579.0,6,,1
21906,1036.0,1,,2
21907,7064.0,3,801.0,3
21908,603.0,3,,3
21910,562.0,3,245.0,0
21911,4559.0,3,202.0,2
21912,8605.0,3,,2
21913,449.0,2,,3
21914,8812.0,4,911.0,3
21915,7972.0,2,,0
21916,8817.0,4,,1
21917,8120.0,1,,9
21918,7972.0,1,,3
21919,5264.0,3,693.0,2
21920,7064.0,2,207.0,8
21921,8605.0,7,,0
21922,8820.0,2,189.0,0
21925,7250.0,13,,3
21926,8417.0,3,295.0,9
21927,6096.0,-1,1532.0,2
21929,7250.0,2,,5
21930,5739.0,3,,2
21931,8827.0,3,,0
21932,,2,279.0,0
21933,8828.0,6,434.0,2
21934,8605.0,2,,1
21935,8830.0,1,605.0,0
21936,887.0,3,,4
21937,3277.0,6,,0
21938,88.0,7,,2
21939,8832.0,0,23.0,0
21940,8833.0,-8,189.0,1
21941,6096.0,-1,,7
21943,8835.0,0,,1
21944,8836.0,2,354.0,0
21945,7224.0,3,,3
21946,8832.0,1,104.0,0
21947,8837.0,2,,1
21948,887.0,0,,4
21949,6412.0,2,583.0,2
21950,7365.0,2,,0
21951,6129.0,3,,0
21952,8840.0,1,,0
21954,930.0,5,,2
21955,8112.0,2,688.0,0
21956,5739.0,4,,2
21957,364.0,1,75.0,3
21958,2150.0,2,,6
21959,5836.0,2,,1
21960,5397.0,1,5193.0,0
21961,7290.0,4,,1
21962,449.0,3,,0
21963,101.0,3,,0
21964,5429.0,5,2413.0,5
21965,101.0,2,,0
21966,7972.0,3,,1
21967,5738.0,4,239.0,1
21968,3277.0,3,,2
21969,887.0,3,,3
21970,5397.0,0,2713.0,3
21971,8844.0,2,145.0,1
21972,8605.0,1,,1
21974,919.0,8,,0
21976,847.0,4,110.0,3
21977,449.0,2,,2
21978,5429.0,4,,0
21979,919.0,3,,0
21980,6779.0,1,,1
21981,8797.0,0,,0
21982,7972.0,4,,0
21983,8849.0,-7,326.0,3
21984,8840.0,1,,0
21986,7972.0,3,,1
21987,2817.0,0,,1
21988,4253.0,2,,2
21989,8794.0,3,143.0,7
21990,8851.0,3,277.0,4
21991,4856.0,3,,0
21992,8851.0,0,,2
21993,601.0,0,,0
21995,2513.0,4,334.0,7
21996,5461.0,5,,0
21997,8847.0,0,1611.0,1
21998,4856.0,5,,0
21999,8854.0,4,1177.0,2
22000,7002.0,1,88.0,2
22001,4856.0,6,,1
22002,8605.0,3,,0
22003,2403.0,0,106.0,0
22004,8856.0,2,,1
22007,5959.0,0,,0
22009,6369.0,12,913.0,4
22010,8539.0,9,,1
22011,6579.0,15,,3
22012,7972.0,16,,14
22014,892.0,1,,2
22015,8861.0,2,283.0,5
22016,8863.0,0,,0
22017,8724.0,7,663.0,0
22018,401.0,0,,1
22019,,0,2059.0,3
22020,8539.0,3,,2
22021,8865.0,4,4233.0,1
22023,6877.0,3,414.0,3
22025,7972.0,5,,0
22026,919.0,5,,0
22027,4872.0,1,410.0,7
22028,7515.0,2,364.0,0
22029,8870.0,6,2147.0,11
22030,2965.0,3,,0
22031,8605.0,1,,1
22032,8871.0,3,,1
22033,795.0,0,,0
22034,8873.0,2,204.0,14
22035,686.0,9,2086.0,0
22036,8847.0,1,755.0,1
22037,8875.0,3,155.0,0
22038,8872.0,1,50.0,0
22039,8560.0,0,89.0,7
22040,7972.0,11,344.0,6
22041,6146.0,2,86.0,0
22043,7290.0,4,,5
22044,7972.0,6,,6
22045,7795.0,2,232.0,0
22046,2669.0,4,,1
22047,2669.0,2,,1
22048,8605.0,2,,9
22049,3382.0,3,,0
22050,8877.0,1,278.0,7
22051,8878.0,1,42.0,0
22053,6096.0,1,254.0,4
22054,8882.0,2,338.0,1
22055,8883.0,0,436.0,6
22057,7877.0,2,,1
22059,253.0,6,250.0,3
22060,7224.0,1,,7
22061,8882.0,4,350.0,0
22062,686.0,6,,7
22063,686.0,1,,0
22064,8173.0,1,1321.0,1
22065,5397.0,1,57.0,1
22066,8781.0,4,623.0,2
22067,7365.0,2,,3
22068,8781.0,1,813.0,0
22069,8890.0,1,336.0,2
22070,7795.0,1,,0
22071,8938.0,8,2037.0,4
22073,7928.0,2,577.0,5
22074,2817.0,2,,1
22076,2392.0,2,,3
22077,7071.0,1,,1
22078,401.0,3,,0
22079,8882.0,1,,0
22080,4872.0,4,333.0,1
22081,8844.0,0,,1
22084,8884.0,5,588.0,14
22085,7411.0,8,2371.0,2
22086,401.0,4,,2
22088,8724.0,2,,0
22089,199.0,1,,0
22090,8207.0,-1,,2
22091,4872.0,3,102.0,8
22092,8120.0,7,,1
22093,8896.0,2,126.0,1
22094,8895.0,2,564.0,0
22095,7972.0,1,,0
22096,8897.0,14,,1
22098,3026.0,3,982.0,1
22099,919.0,0,,0
22100,919.0,0,,0
22101,1764.0,1,,1
22102,8898.0,0,,0
22103,3572.0,0,,0
22105,449.0,4,,1
22106,8900.0,2,410.0,2
22107,8903.0,5,,0
22108,686.0,1,,1
22110,8528.0,0,,0
22111,8528.0,0,,0
22112,71.0,6,,2
22113,7224.0,1,,3
22115,3919.0,2,,2
22116,8781.0,1,619.0,1
22117,919.0,2,,0
22118,8724.0,4,313.0,4
22119,7224.0,1,,0
22120,1390.0,8,,1
22125,601.0,6,166.0,12
22126,8906.0,4,,0
22128,7776.0,2,344.0,0
22131,7972.0,1,,0
22132,2970.0,9,,0
22133,5252.0,2,124.0,3
22134,5461.0,0,,0
22135,8910.0,0,386.0,4
22136,8911.0,1,563.0,4
22137,8912.0,1,96.0,0
22139,2970.0,8,,0
22140,7290.0,4,,10
22141,8605.0,6,,4
22142,264.0,1,,0
22143,5464.0,2,1201.0,0
22144,8915.0,1,129.0,2
22145,7224.0,3,,0
22147,3277.0,3,,3
22148,5509.0,2,224.0,0
22149,6546.0,1,831.0,0
22150,8539.0,3,,0
22151,7972.0,1,,0
22152,7972.0,7,,1
22153,7972.0,3,,0
22154,8539.0,2,,1
22155,7972.0,1,,0
22156,8173.0,0,573.0,6
22157,930.0,2,,0
22158,7972.0,2,,0
22159,8914.0,-1,,2
22161,5397.0,15,13453.0,4
22162,,2,,1
22163,8917.0,0,72.0,5
22165,8916.0,2,376.0,0
22168,8242.0,5,,3
22171,,14,,2
22173,8922.0,2,,6
22174,7169.0,1,,0
22177,1934.0,9,1566.0,0
22179,8921.0,4,271.0,1
22180,7224.0,0,,0
22181,7224.0,0,,0
22182,7169.0,5,239.0,4
22183,8898.0,1,,0
22184,8207.0,6,1073.0,0
22185,8605.0,3,,4
22186,5739.0,3,,1
22187,5509.0,3,,6
22188,6979.0,6,749.0,8
22189,8116.0,1,333.0,2
22190,4253.0,5,,6
22191,8928.0,0,333.0,3
22192,1764.0,0,,0
22193,2149.0,1,355.0,0
22194,159.0,1,,3
22195,8920.0,5,160.0,5
22196,8929.0,-1,1718.0,0
22197,6096.0,0,466.0,0
22198,1764.0,4,829.0,7
22200,3025.0,3,2579.0,4
22201,401.0,1,,0
22205,7224.0,2,,4
22206,8605.0,3,,3
22207,8116.0,2,,0
22208,8754.0,2,,3
22209,2164.0,5,2411.0,2
22210,7928.0,3,645.0,1
