Id,Reputation,Views,UpVotes,DownVotes
10460,6,0,0,0
10461,138,11,9,0
10462,123,1,6,0
10463,101,3,2,0
10464,56,16,3,0
10465,6,8,0,0
10466,101,1,2,0
10467,101,0,0,0
10468,150,12,4,0
10470,1,1,0,0
10472,6,0,0,0
10473,1,0,0,0
10474,14,1,0,0
10477,101,0,0,0
10478,1,0,0,0
10479,870,361,26,0
10480,101,1,0,0
10481,1,2,0,0
10482,101,0,0,0
10483,11,0,0,0
10484,155,9,2,0
10485,1,1,0,0
10486,11,0,0,0
10487,143,10,1,0
10488,91,13,4,0
10490,101,1,0,0
10491,1,1,0,0
10493,1,0,0,0
10494,1,0,0,0
10495,101,0,0,0
10496,426,56,10,0
10497,28,6,0,0
10500,1205,138,404,5
10501,130,24,2,0
10502,3,1,0,0
10503,101,5,1,0
10504,101,4,0,0
10505,26,2,0,0
10506,101,0,5,0
10507,95,11,15,0
10508,125,15,5,0
10509,1,0,0,0
10510,101,0,0,0
10511,101,0,0,0
10512,101,0,0,0
10513,1,0,0,0
10514,1,0,0,0
10515,215,13,62,0
10516,1,0,0,0
10517,1,0,0,0
10518,131,11,1,0
10519,11,0,0,0
10520,1,0,0,0
10521,103,2,1,0
10522,6,1,0,0
10524,2384,163,55,20
10527,101,0,0,0
10528,181,10,0,0
10529,158,4,1,0
10530,280,24,110,5
10531,101,0,0,0
10532,1,0,0,0
10533,6,5,0,0
10535,115,2,14,0
10537,1,0,0,0
10538,1,1,0,0
10539,26,3,3,0
10541,1,0,0,0
10543,417,22,7,1
10544,1,1,0,0
10545,1,1,0,0
10546,101,0,5,0
10549,1,1,0,0
10550,31,1,0,0
10551,108,1,1,0
10552,1,0,0,0
10553,13,2,0,0
10554,1,2,0,0
10555,101,0,0,0
10556,101,0,0,0
10557,16,0,0,0
10558,50,3,11,0
10559,101,0,0,0
10560,101,1,4,0
10563,118,8,9,0
10565,6,0,0,0
10566,8,3,0,0
10568,1,0,0,0
10569,101,0,1,0
10570,101,0,0,0
10571,31,6,0,0
10572,1,0,0,0
10573,141,1,0,0
10574,101,0,0,0
10575,11,1,0,0
10576,3,0,0,0
10577,13,1,0,0
10578,21,0,0,0
10580,23,12,3,0
10582,6,1,0,0
10583,1,0,0,0
10584,160,6,39,0
10585,26,4,0,0
10586,6,4,0,0
10587,1,0,0,0
10588,1,0,0,0
10589,101,1,0,0
10591,122,10,11,0
10592,101,0,0,0
10593,113,4,3,0
10594,101,0,0,0
10595,33,9,1,0
10596,103,1,5,0
10597,28,4,2,0
10598,566,73,68,4
10599,1,0,0,0
10600,41,0,0,0
10601,11,6,0,0
10602,11,3,0,0
10603,6,3,0,0
10604,1,0,0,0
10605,31,3,0,0
10606,8,4,0,0
10607,1,16,0,0
10608,101,0,0,0
10609,9,9,0,0
10610,23,15,0,0
10611,41,16,0,0
10612,101,1,0,0
10613,101,2,0,0
10614,101,7,3,0
10615,26,11,2,0
10616,101,0,0,0
10618,101,0,2,0
10619,298,627,64,12
10620,26,0,0,0
10621,8,5,0,0
10622,131,2,3,0
10623,51,1,0,0
10624,16,2,0,0
10625,1,5,0,0
10627,1,0,0,0
10628,101,5,0,0
10629,101,0,0,0
10630,487,31,61,6
10631,101,0,0,0
10632,16,2,0,0
10633,209,57,28,0
10634,1,1,0,0
10635,101,6,0,0
10636,171,17,7,1
10637,1,0,0,0
10638,1,1,0,0
10639,111,2,1,0
10640,83,7,2,0
10641,113,5,11,0
10642,6,1,0,0
10643,106,3,0,0
10644,1,0,0,0
10646,11,2,0,0
10648,1,0,0,0
10649,6,3,0,0
10651,36,2,1,0
10652,1,0,0,0
10653,88,9,1,0
10654,11,0,0,0
10655,101,0,0,0
10657,128,5,1,0
10658,1,1,0,0
10659,237,71,7,0
10660,123,1,2,0
10661,101,0,2,0
10662,131,10,1,0
10663,1,0,0,0
10665,108,1,1,0
10666,1,0,0,0
10667,145,16,11,0
10669,131,29,13,0
10670,128,0,2,0
10671,101,1,0,0
10672,1,0,0,0
10673,101,12,0,0
10674,101,3,0,0
10675,931,92,72,3
10676,43,10,1,0
10677,101,1,1,0
10678,16,1,0,0
10679,11,4,0,0
10680,16,0,0,0
10681,18,2,0,0
10682,101,18,0,0
10683,442,64,107,1
10684,101,2,0,0
10685,16,1,0,0
10686,6,0,0,0
10687,21,4,0,0
10688,83,27,10,0
10689,103,0,1,0
10690,101,0,0,0
10691,1,0,0,0
10693,11,3,0,0
10694,16,0,0,0
10695,6,1,0,0
10696,11,0,0,0
10697,31,4,0,0
10698,1,0,0,0
10699,1,0,0,0
10700,1,0,0,0
10701,101,0,0,0
10703,101,1,0,0
10704,1,0,0,0
10705,27,12,0,0
10706,121,2,0,0
10707,6,6,0,0
10708,118,1,2,0
10710,16,2,0,0
10711,18,1,0,0
10715,101,2,1,0
10716,3,2,0,0
10717,6,0,0,0
10718,1,5,0,0
10719,16,14,0,0
10720,1,11,0,0
10721,123,5,1,0
10722,113,6,3,0
10723,36,4,1,0
10724,11,1,0,0
10725,1,1,0,0
10726,101,0,0,0
10727,101,0,0,0
10728,105,3,0,0
10729,1,0,0,0
10733,1,0,0,0
10734,26,2,0,0
10735,101,1,2,0
10736,81,5,2,0
10737,26,6,0,0
10738,1,1,0,0
10740,1,0,0,0
10742,1,3,0,0
10744,130,5,2,0
10746,57,8,0,0
10747,209,17,0,0
10749,282,91,10,0
10750,13,1,0,0
10752,101,2,2,0
10753,101,0,0,0
10756,1,2,0,0
10759,101,7,0,0
10760,337,32,27,0
10762,1,0,0,0
10763,33,4,2,0
10764,1,0,0,0
10765,1,0,0,0
10766,35,3,0,0
10767,279,28,7,0
10768,91,5,1,0
10769,6,2,0,0
10771,11,3,0,0
10772,1,0,0,0
10773,1,0,0,0
10774,1,0,0,0
10775,11,1,0,0
10776,130,74,36,1
10777,101,0,2,0
10778,1,0,0,0
10779,1,0,0,0
10780,101,0,0,0
10781,31,0,0,0
10782,1,0,0,0
10783,1,0,0,0
10784,1,0,0,0
10785,167,27,10,0
10786,113,0,0,0
10787,137,4,4,0
10788,1,1,0,0
10789,101,0,0,0
10790,373,35,2,0
10791,21,4,0,0
10792,6,0,0,0
10793,6,4,0,0
10795,46,14,1,0
10796,101,2,1,0
10797,101,0,0,0
10799,101,1,0,0
10800,6,1,0,0
10802,18,0,1,0
10803,6,1,0,0
10804,1,0,0,0
10805,101,1,0,0
10806,116,3,0,0
10809,101,1,1,0
10810,47,22,4,0
10811,106,14,0,0
10812,143,23,2,0
10815,6,0,0,0
10816,21,9,0,0
10817,101,2,10,0
10819,128,14,1,0
10820,145,17,11,0
10821,11,1,0,0
10823,1190,182,41,2
10824,101,0,0,0
10825,16,1,0,0
10826,198,11,11,1
10827,133,3,2,0
10828,13,1,0,0
10829,238,38,57,2
10830,56,2,1,0
10831,101,0,0,0
10832,33,13,0,0
10833,1,0,0,0
10834,1,0,0,0
10835,1,0,0,0
10836,19,3,0,0
10837,71,8,0,0
10838,11,1,0,0
10839,6,5,0,0
10840,113,5,1,0
10841,147,7,7,0
10843,16,10,0,0
10844,108,1,1,0
10845,136,13,2,0
10849,7246,582,403,5
10850,11,3,0,0
10851,1,0,0,0
10853,1,0,0,0
10854,113,0,1,0
10855,101,0,0,0
10856,1,0,0,0
10857,1,3,0,0
10858,101,0,0,0
10859,16,0,0,0
10860,101,0,2,0
10861,26,5,4,0
10862,16,1,0,0
10864,101,0,0,0
10865,11,0,0,0
10867,101,0,4,0
10868,101,0,0,0
10870,1,0,0,0
10871,101,1,1,0
10872,41,7,1,0
10874,11,8,0,0
10875,145,17,0,0
10876,96,16,1,0
10877,163,12,12,0
10878,11,0,0,0
10879,11,3,0,0
10880,121,23,6,0
10881,6,1,0,0
10883,1,4,0,0
10884,81,11,21,0
10885,71,5,0,0
10886,1,0,0,0
10887,101,3,0,0
10888,6,1,0,0
10889,6,2,0,0
10890,33,9,2,0
10891,129,28,0,0
10892,6,1,0,0
10893,106,7,0,0
10894,1,0,0,0
10895,1,0,0,0
10897,108,1,1,0
10898,1,1,0,0
10899,11,3,0,0
10900,11,3,0,0
10901,11,0,0,0
10904,16,2,0,0
10905,18,1,0,0
10906,101,0,0,0
10907,185,23,9,0
10908,659,68,4,1
10909,1,3,0,0
10910,1,0,0,0
10911,22,14,0,0
10912,1,0,0,0
10913,101,10,2,0
10914,504,59,15,0
10915,6,4,0,0
10916,1,0,0,0
10917,28,1,0,0
10918,6,3,0,0
10919,101,0,0,0
10920,11,1,0,0
10921,1,0,0,0
10922,101,1,0,0
10923,6,0,0,0
10924,31,6,1,0
10925,101,0,0,0
10926,157,20,34,2
10929,111,0,47,0
10930,126,4,6,0
10931,101,1,0,0
10933,1,0,0,0
10934,1,1,0,0
10935,11,3,0,0
10936,101,1,0,0
10937,1,0,0,0
10938,101,11,0,0
10939,203,11,1,0
10940,1,0,0,0
10941,108,2,1,0
10944,6,1,0,0
10945,117,8,0,0
10946,103,26,3,0
10947,161,6,0,0
10948,101,1,4,0
10949,3,0,0,0
10950,278,13,6,0
10951,1,0,0,0
10952,11,2,0,0
10954,1,0,0,0
10955,1,1,0,0
10956,1,0,0,0
10957,1,0,0,0
10958,101,0,52,0
10959,1,0,0,0
10960,135,6,5,0
10961,151,0,1,0
10962,1,0,0,0
10963,325,85,22,0
10964,101,0,0,0
10965,101,2,5,0
10966,123,23,0,0
10967,101,0,0,0
10968,101,6,11,0
10969,1,0,0,0
10971,126,1,0,0
10972,1,0,0,0
10973,101,1,0,0
10974,16,0,0,0
10975,101,0,0,0
10976,218,8,1,0
10977,46,17,6,0
10978,21,2,0,0
10979,156,7,3,0
10980,81,3,1,0
10981,16,2,0,0
10983,11,0,0,0
10984,41,5,4,0
10985,1,22,0,0
10986,1,0,0,0
10987,101,0,0,0
10990,165,9,4,0
10992,8,4,0,0
10993,1,2,0,0
10994,118,4,1,0
10995,8,3,0,0
10996,8,3,0,0
10997,1,1,0,0
10998,18,5,2,0
10999,100,13,0,0
11000,101,0,4,0
11001,1,8,0,0
11002,1,0,0,0
11003,106,1,0,0
11004,26,0,0,0
11005,118,73,2,0
11007,11,10,0,0
11008,1,0,0,0
11009,6,0,0,0
11010,1,0,0,0
11011,108,2,1,0
11012,101,1,0,0
11013,280,12,28,0
11014,26,0,0,0
11015,1,0,0,0
11016,1,0,0,0
11017,101,2,1,0
11025,101,1,0,0
11026,101,1,0,0
11027,101,3,0,0
11028,101,0,0,0
11029,101,0,0,0
11030,1293,147,518,2
11031,20,5,0,0
11032,22275,7395,2619,42
11035,11,0,0,0
11037,121,0,9,0
11038,111,2,3,0
11039,111,0,0,0
11040,11,1,0,0
11043,53,4,3,0
11044,101,0,0,0
11045,1,0,0,0
11046,1,5,0,0
11047,6,4,0,0
11048,82,15,14,0
11049,1,0,0,0
11050,19,2,0,0
11051,40,8,3,0
11052,476,23,8,2
11053,1,0,0,0
11054,6,2,0,0
11055,47,20,7,0
11056,1,1,0,0
11057,28,2,0,0
11058,133,22,9,0
11059,45,9,2,0
11060,950,1289,156,1
11061,140,12,7,0
11062,101,0,2,0
11064,26,6,1,0
11065,101,1,2,0
11066,101,2,0,0
11067,3,4,0,0
11068,31,2,0,0
11069,1,0,0,0
11070,111,7,0,0
11071,146,17,3,0
11072,101,1,0,0
11073,161,4,0,0
11074,1,1,0,0
11075,68,2,2,0
11076,101,0,40,0
11077,1,2,0,0
11078,1,0,0,0
11079,1,0,0,0
11080,101,0,0,0
11082,111,0,0,0
11083,101,6,0,0
11084,101,0,0,0
11085,101,0,5,0
11087,101,1,0,0
11088,58,2,2,0
11089,111,7,4,0
11090,467,32,119,0
11091,1159,140,185,5
11092,1,0,0,0
11093,4,9,0,0
11094,11,4,0,0
11096,1,0,0,0
11097,6,2,0,0
11098,101,0,0,0
11099,101,0,2,0
11100,11,4,0,0
11101,121,8,2,0
11102,18,2,0,0
11103,101,0,0,0
11104,6,0,0,0
11105,118,1,0,0
11107,31,2,0,0
11108,186,4,2,0
11109,101,0,0,0
11111,11,1,0,0
11115,101,0,1,0
11116,231,26,23,0
11117,11,0,0,0
11118,46,2,0,0
11119,6,0,0,0
11120,11,3,0,0
11121,178,2,0,0
11122,1,0,0,0
11124,1,4,0,0
11125,31,7,0,0
11126,101,1,0,0
11127,36,1,0,0
11129,101,1,4,0
11130,11,8,0,0
11131,13,2,0,0
11132,101,0,0,0
11133,101,0,0,0
11135,11,2,0,0
11137,56,11,0,0
11138,28,9,0,0
11139,1,0,0,0
11140,51,2,0,0
11141,101,0,4,0
11142,103,3,5,0
11143,42,16,3,0
11144,11,1,0,0
11145,143,18,4,0
11146,1,1,0,0
11147,16,0,0,0
11148,153,27,30,0
11149,1,1,0,0
11150,16,2,0,0
11151,48,2,1,0
11152,36,0,0,0
11153,1,0,0,0
11154,101,1,0,0
11155,101,0,0,0
11156,101,6,1,0
11157,1,0,0,0
11158,123,1,2,0
11159,101,0,0,0
11160,6,0,0,0
11161,11,4,0,0
11162,41,12,0,0
11163,101,0,0,0
11164,103,0,1,0
11166,101,3,0,0
11167,1,0,0,0
11169,138,9,1,0
11170,1,2,0,0
11171,1,1,0,0
11172,101,0,0,0
11173,108,1,1,0
11174,1,0,0,0
11175,101,1,0,0
11176,11,4,0,0
11177,106,1,1,0
11178,11,9,0,0
11179,176,20,2,0
11181,1,1,0,0
11183,23,2,0,0
11184,6,2,0,0
11186,31,4,0,0
11187,248,13,27,0
11188,101,1,0,0
11189,36,3,0,0
11191,16,0,0,0
11192,132,6,5,0
11193,11,3,0,0
11195,217,9,18,0
11198,1,0,0,0
11199,1,1,0,0
11200,1,0,0,0
11201,61,4,9,0
11203,106,6,0,0
11205,39,6,2,0
11206,1,0,0,0
11208,58,79,3,0
11210,135,11,10,0
11212,1,0,0,0
11213,101,2,0,0
11214,101,0,0,0
11216,1,0,0,0
11217,105,4,0,0
11218,29,6,0,0
11219,1,1,0,0
11220,26,3,1,0
11221,1,0,0,0
11222,1,1,0,0
11223,21,2,0,0
11224,1,1,0,0
11225,6,0,0,0
11227,6,5,0,0
11230,16,3,0,0
11231,1,0,0,0
11232,101,3,1,0
11233,80,3,3,0
11234,16,9,0,0
11235,11,2,0,0
11236,456,32,29,0
11237,101,0,0,0
11238,108,2,0,0
11240,326,56,10,0
11242,390,47,13,0
11243,101,4,0,0
11244,23,1,2,0
11245,6,1,0,0
11246,16,4,0,0
11247,101,0,0,0
11249,1,0,0,0
11250,101,0,0,0
11251,36,5,0,0
11252,126,14,0,0
11253,27,13,0,0
11255,13,3,0,0
11259,101,0,0,0
11260,1,3,0,0
11261,11,2,0,0
11262,138,11,1,0
11263,1,1,0,0
11264,1,0,0,0
11265,1,1,0,0
11266,101,0,0,0
11267,101,0,0,0
11268,11,3,0,0
11269,162,4,6,0
11270,105,3,3,0
11271,1,0,0,0
11272,175,28,5,0
11274,108,1,10,0
11275,101,0,0,0
11276,1,0,0,0
11277,11,3,0,0
11278,6,0,0,0
11279,260,65,13,0
11280,1,0,0,0
11281,6,1,0,0
11282,6,1,0,0
11283,21,0,0,0
11284,150,9,12,0
11285,161,0,5,0
11287,103,6,0,0
11288,1,0,0,0
11289,1,47,0,0
11290,78,48,2,0
11291,1,0,0,0
11292,61,10,4,0
11293,26,8,0,0
11294,58,18,1,0
11295,128,6,4,0
11296,111,4,0,0
11297,101,0,0,0
11298,101,0,0,0
11299,101,2,0,0
11300,101,1,0,0
11301,101,0,0,0
11302,145,9,3,0
11303,1,0,0,0
11304,101,0,1,0
11305,101,0,0,0
11306,1,1,0,0
11307,101,10,0,0
11308,1,0,0,0
11309,6,1,0,0
11310,1,0,0,0
11311,11,2,0,0
11312,1,0,0,0
11313,21,8,0,0
11314,231,9,6,1
11315,101,2,0,0
11317,103,13,10,0
11318,1,0,0,0
11319,101,0,0,0
11320,118,10,1,0
11322,101,0,3,0
11323,11,0,0,0
11324,101,0,2,0
11325,33,8,1,0
11327,128,0,0,0
11328,173,7,2,0
11329,101,0,0,0
11330,1,0,0,0
11331,1,0,0,0
11332,101,11,0,0
11333,1,2,0,0
11334,103,2,0,0
11336,131,5,0,0
11337,11,2,0,0
11338,101,0,0,0
11339,101,0,2,0
11340,11,4,0,0
11341,6,1,0,0
11342,122,24,34,0
11343,101,0,0,0
11344,1,0,0,0
11345,101,1,0,0
11346,146,14,26,0
11348,1,2,0,0
11349,5,6,0,0
11351,1,0,0,0
11352,108,1,2,0
11354,31,1,0,0
11355,118,30,63,0
11356,6,0,0,0
11357,41,5,0,0
11360,1,0,0,0
11361,123,7,2,0
11362,101,0,0,0
11363,61,15,3,0
11364,26,3,0,0
11365,6,1,0,0
11366,101,0,9,0
11368,1,3,0,0
11369,101,0,0,0
11370,137,14,0,0
11371,48,5,1,0
11372,1,227,0,0
11373,1,0,0,0
11374,101,0,3,0
11375,36,3,0,0
11376,11,5,0,0
11377,1,0,0,0
11379,101,0,0,0
11380,1,0,0,0
11381,1,2,0,0
11382,136,5,0,0
11384,46,15,6,0
11385,106,2,5,0
11386,11,13,0,0
11387,101,4,1,0
11388,3,1,0,0
11389,1,0,0,0
11390,101,1,1,0
11391,1,1,0,0
11395,1,0,0,0
11396,1,0,0,0
11397,187,14,92,0
11398,58,11,3,0
11399,1,0,0,0
11401,1,0,0,0
11403,31,3,0,0
11404,123,2,1,0
11405,606,156,36,1
11406,101,5,0,0
11407,101,0,0,0
11408,241,19,11,0
11409,230,37,25,1
11410,1,0,0,0
11411,276,22,5,0
11412,31,3,0,0
11413,6,0,0,0
11414,1,1,0,0
11415,18,1,0,0
11416,101,0,0,0
11417,101,0,0,0
11418,16,0,0,0
11419,101,0,0,0
11420,1,0,0,0
11421,141,7,2,0
11422,1,1,0,0
11423,16,0,0,0
11424,1,0,0,0
11425,111,2,0,0
11426,1,1,0,0
11427,1,0,0,0
11428,6,0,0,0
11429,11,0,0,0
11431,11,1,0,0
11432,16,0,0,0
11433,8,1,0,0
11434,11,3,0,0
11435,101,1,0,0
11436,101,0,0,0
11437,11,12,0,0
11438,137,11,5,0
11439,1,3,0,0
11440,71,3,0,0
11441,13,5,0,0
11443,101,29,1,0
11444,101,4,0,0
11445,1,1,0,0
11446,28,0,2,0
11447,121,5,0,0
11448,61,5,2,0
11449,61,1,0,0
11450,53,1,4,0
11451,101,0,5,0
11452,1,0,0,0
11453,175,26,37,1
11454,1,0,0,0
11455,41,7,0,0
11456,413,21,21,1
11458,237,28,13,2
11459,16,7,0,0
11461,101,0,0,0
11462,226,34,28,0
11463,5,4,0,0
11464,11,7,0,0
11465,101,1,0,0
11466,11,4,0,0
11467,50,17,6,0
11468,1,0,0,0
11469,43,8,3,0
11471,6,2,0,0
11472,21,4,0,0
11473,101,1,0,0
11475,176,93,38,0
11476,141,50,0,0
11477,101,0,0,0
11479,6,3,0,0
11480,101,0,1,0
11481,1,4,0,0
11482,1,1,0,0
11485,1,0,0,0
11488,6,0,0,0
11489,1,2,0,0
11490,101,0,0,0
11491,1,0,0,0
11492,21,3,0,0
11494,176,24,0,0
11495,21,1,0,0
11496,225,19,9,0
11500,11,0,0,0
11501,106,1,0,0
11502,101,0,0,0
11503,117,2,0,0
11506,1,0,0,0
11507,1,4,0,0
11508,137,10,4,0
11509,118,6,7,0
11510,101,2,3,0
11511,548,47,93,3
11512,101,1,13,0
11513,101,2,1,0
11514,101,1,0,0
11516,1,0,0,0
11517,1,1,0,0
11518,1,3,0,0
11519,1,1,2,0
11520,9,7,0,0
11521,1,0,0,0
11522,370,51,24,0
11523,563,64,27,7
11524,101,0,0,0
11525,11,0,0,0
11526,101,1,0,0
11527,101,7,0,0
11528,1,0,0,0
11529,23,3,1,0
11530,101,1,44,0
11531,113,0,7,0
11532,1,0,0,0
11533,101,0,0,0
11535,11,3,0,0
11536,1,0,0,0
11537,1,0,0,0
11538,101,0,0,0
11539,101,0,0,0
11540,106,2,0,0
11541,1,0,0,0
11542,101,1,0,0
11543,6,1,0,0
11547,1,0,0,0
11548,1,3,0,0
11549,41,10,0,0
11550,1,0,0,0
11551,120,13,4,0
11552,16,0,0,0
11553,121,16,0,0
11554,140,27,4,0
11555,20,9,0,0
11556,81,3,0,0
11557,11,35,0,0
11559,121,4,6,0
11560,29,7,0,0
11562,11,2,0,0
11563,101,0,0,0
11564,108,6,0,0
11565,101,7,1,0
11566,1,0,0,0
11567,20,6,0,0
11568,125,6,9,0
11569,1,1,0,0
11571,3,9,0,0
11572,32,6,3,0
11573,1,4,0,0
11574,1,0,0,0
11577,33,20,0,0
11578,1,0,0,0
11580,113,0,1,0
11581,1,1,0,0
11582,1,1,0,0
11583,316,14,24,0
11584,40,11,3,0
11586,1,0,0,0
11588,169,18,19,9
11589,23,1,1,0
11590,1,0,0,0
11591,31,3,3,0
11592,148,6,1,0
11593,1,0,0,0
11594,1,0,0,0
11595,23,5,0,0
11596,1,3,0,0
11597,26,24,0,0
11598,133,3,5,0
11599,101,0,0,0
11600,101,0,1,0
11601,21,0,0,0
11602,231,10,0,0
11603,13,2,0,0
11604,6,3,0,0
11605,1,0,0,0
11606,101,7,0,0
11608,111,0,1,0
11609,160,15,3,0
11611,1,0,0,0
11613,1,0,0,0
11614,1,3,0,0
11615,155,8,7,0
11616,101,0,0,0
11617,26,4,0,0
11618,1,0,0,0
11619,101,0,0,0
11620,6,0,0,0
11621,486,48,0,0
11623,853,121,95,0
11624,23,3,1,0
11625,21,0,0,0
11626,68,0,6,0
11627,118,4,1,0
11628,106,9,0,0
11629,1,0,0,0
11632,101,0,1,0
11633,103,0,17,0
11634,545,45,100,2
11635,111,1,5,0
11636,26,0,0,0
11637,101,0,1,0
11638,1,0,0,0
11639,1646,224,31,0
11640,6,5,0,0
11641,101,0,0,0
11643,1,1,0,0
11644,101,3,0,0
11645,116,2,1,0
11646,33,0,1,0
11647,1,0,0,0
11648,101,1,0,0
11649,67,10,4,0
11650,1,0,0,0
11651,101,0,0,0
11652,1,0,0,0
11653,1,0,0,0
11654,11,2,0,0
11655,101,0,4,0
11656,21,1,0,0
11657,28,5,0,0
11658,1,4,0,0
11660,101,1,0,0
11661,1,1,0,0
11662,11,2,0,0
11663,71,19,3,0
11664,111,13,2,0
11665,1,0,0,0
11666,1,0,0,0
11667,193,10,42,0
11668,1,0,0,0
11669,146,7,4,0
11670,1,0,0,0
11671,111,0,0,0
11672,1,1,0,0
11673,101,0,0,0
11674,36,2,1,0
11675,166,6,3,0
11676,11,1,0,0
11677,16,0,0,0
11678,21,2,0,0
11679,1,0,0,0
11680,13,0,0,0
11681,6,2,0,0
11682,101,6,0,0
11683,101,0,0,0
11685,6,1,0,0
11686,1,2,0,0
11687,116,7,5,0
11688,101,0,1,0
11689,1,2,0,0
11690,1,1,0,0
11691,166,8,1,0
11692,13,7,0,0
11693,111,4,0,0
11694,1,0,0,0
11695,1,0,0,0
11697,226,17,12,0
11698,1,0,0,0
11699,1,0,0,0
11700,36,21,0,0
11702,101,0,0,0
11703,113,29,2,0
11704,11,3,0,0
11705,101,0,1,0
11706,1,0,0,0
11707,185,9,35,0
11708,725,64,240,6
11709,1,2,0,0
11711,101,1,0,0
11712,11,0,0,0
11714,21,1,0,0
11715,1,4,0,0
11716,21,3,0,0
11717,6,0,0,0
11719,111,6,0,0
11720,173,3,3,0
11721,23,2,0,0
11722,1,0,0,0
11723,1,3,0,0
11724,118,3,2,0
11725,1,0,0,0
11726,1,0,0,0
11727,101,0,23,0
11728,16,1,0,0
11731,1,0,0,0
11732,36,1,4,0
11733,101,0,0,0
11735,1,1,0,0
11736,101,0,0,0
11738,11,2,0,0
11739,101,0,2,0
11740,6,3,0,0
11741,26,1,0,0
11743,1,0,0,0
11744,11,1,0,0
11745,76,30,18,0
11746,1,1,0,0
11747,21,1,0,0
11748,916,176,408,5
11749,3,4,0,0
11750,1,0,0,0
11753,1,0,0,0
11754,11,2,0,0
11755,16,1,0,0
11756,306,22,110,0
11757,1,2,0,0
11758,33,8,11,0
11759,35,5,2,0
11760,101,0,0,0
11761,6,2,0,0
11762,6,9,0,0
11763,133,10,3,0
11764,1,0,0,0
11766,11,5,0,0
11767,8,3,0,0
11768,106,4,0,0
11769,111,14,0,0
11770,38,6,7,0
11771,1,0,0,0
11772,1,5,0,0
11773,1,0,0,0
11774,117,13,5,0
11775,101,0,1,0
11776,1,0,0,0
11777,101,1,5,0
11779,183,39,35,0
11780,11,0,0,0
11781,26,25,0,0
11782,33,1,0,0
11783,101,2,0,0
11786,101,1,2,0
11787,101,0,0,0
11788,101,0,0,0
11789,101,3,1,0
11790,101,0,4,0
11791,11,0,0,0
11792,1,0,0,0
11793,11,4,0,0
11794,26,6,0,0
11795,16,0,0,0
11796,11,6,0,0
11797,216,42,6,0
11798,101,0,0,0
11799,146,13,4,0
11800,1,0,0,0
11801,108,1,2,0
11804,1,1,0,0
11805,883,42,70,0
11807,41,0,0,0
11808,1,0,0,0
11809,101,1,0,0
11810,21,2,0,0
11811,123,3,2,0
11812,226,9,4,1
11813,101,1,0,0
11814,1,1,0,0
11815,183,7,1,0
11817,6,0,0,0
11818,11,2,0,0
11819,88,4,0,0
11820,46,6,0,0
11821,60,7,5,0
11822,121,7,2,0
11823,101,0,0,0
11824,106,2,1,0
11825,6,2,0,0
11826,41,5,0,0
11828,36,1,0,0
11829,96,11,41,0
11830,126,5,1,0
11832,191,7,16,0
11833,1,0,0,0
11834,1,0,0,0
11835,1,0,0,0
11836,21,0,0,0
11837,116,18,0,0
11838,1,4,0,0
11839,101,0,0,0
11840,1,0,0,0
11841,41,1,0,0
11842,11,2,0,0
11843,150,22,52,1
11844,1,1,0,0
11845,64,27,0,0
11846,13,1,0,0
11847,1,0,0,0
11848,66,6,3,0
11849,1512,186,178,37
11850,101,0,0,0
11852,3091,591,598,36
11853,1,0,0,0
11854,6,3,0,0
11855,31,10,4,0
11856,1,0,0,0
11857,1,0,0,0
11858,26,3,0,0
11859,91,11,21,0
11860,1,6,0,0
11861,101,2,0,0
11863,26,1,0,0
11864,121,6,2,0
11865,101,9,1,0
11866,1,1,0,0
11867,3174,540,244,4
11868,6,3,0,0
11869,111,8,0,0
11870,1,0,0,0
11871,101,0,0,0
11872,1,0,0,0
11873,1,1,0,0
11874,101,0,1,0
11875,60,12,0,0
11876,1,0,0,0
11877,11,0,0,0
11878,1137,66,45,3
11881,1,0,0,0
11882,71,1,3,0
11883,36,6,0,0
11884,1,0,0,0
11886,101,1,0,0
11887,2555,284,460,57
11888,1,0,0,0
11889,82,21,1,0
11890,16,1,0,0
11891,62,16,0,0
11892,4,3,0,0
11893,13,6,0,0
11894,1,0,0,0
11896,141,9,2,0
11897,11,1,0,0
11899,304,95,19,0
11900,21,2,0,0
11901,1,0,0,0
11902,8,1,0,0
11904,3,3,0,0
11905,63,12,0,0
11906,1,4,0,0
11907,11,5,0,0
11908,6,0,0,0
11909,101,0,0,0
11911,6,0,0,0
11913,101,1,0,0
11914,101,0,0,0
11915,440,29,53,2
11916,101,6,0,0
11917,143,10,3,0
11918,1,1,0,0
11919,26,2,0,0
11920,1,1,0,0
11921,43,3,2,0
11922,1,7,0,0
11923,101,0,5,0
11925,16,2,0,0
11926,111,1,13,0
11927,101,0,0,0
11928,13,2,0,0
11929,1,2,0,0
11930,111,1,5,0
11933,1,8,0,0
11934,1,0,0,0
11935,23,7,2,0
11936,121,7,1,0
11937,1,0,0,0
11939,86,4,2,0
11940,16,35,0,0
11941,106,44,2,0
11942,11,3,0,0
11943,101,2,2,0
11944,255,35,13,0
11945,31,2,0,0
11946,101,1,2,0
11947,24,5,0,0
11948,101,0,0,0
11949,16,3,0,0
11952,101,0,0,0
11953,1,0,0,0
11954,966,124,33,0
11956,140,3,21,0
11958,35,3,5,0
11960,101,0,3,0
11963,91,23,0,0
11964,1,0,0,0
11965,1,2,0,0
11966,101,3,0,0
