,userId,Reputation,Views,UpVotes,DownVotes,PostTypeId,Score,ViewCount,CommentCount,Outlier
1341,2160,101,11,0,0,2,1,0,0,Views
1342,2166,397,21,4,0,2,4,0,0,Views
1343,2168,206,23,1,0,2,10,0,11,Views
1344,2170,167,14,2,0,1,6,556,0,Views
1352,2182,163,10,6,0,1,8,1797,0,Views
1354,2189,155,10,2,0,2,1,0,0,Views
1357,2192,206,12,1,0,2,0,0,0,Views
1359,2195,163,36,79,0,2,2,0,0,Views
1361,2198,196,8,3,0,1,3,1466,0,Views
1362,2199,111,15,3,0,2,2,0,1,Views
1364,2202,51,8,0,0,2,3,0,1,Views
1372,2218,116,15,4,0,2,20,0,2,Views
1375,2221,283,22,2,0,2,3,0,3,Views
1376,2223,8,58,0,0,1,1,168,0,Views
1377,2224,113,10,0,0,2,4,0,5,Views
1378,2226,118,13,10,0,2,3,0,0,Views
1381,2230,116,8,4,0,1,20,4294,0,Views
1384,2238,173,13,1,0,2,2,0,3,Views
1390,2247,201,23,0,0,2,10,0,1,Views
1392,2251,243,29,6,0,2,13,0,2,Views
1393,2252,457,34,83,1,2,4,0,0,Views
1396,2261,155,9,4,0,2,1,0,4,Views
1402,2280,276,14,1,0,2,4,0,4,Views
1403,2283,144,20,0,0,2,2,0,0,Views
1407,2293,213,8,4,0,2,5,0,1,Views
1408,2294,110,18,8,0,1,5,228,2,Views
1413,2310,3016,2342,220,2,2,1,0,0,Views
1414,2312,111,39,9,0,2,1,0,0,Views
1415,2314,126,8,39,0,2,6,0,4,Views
1416,2316,182,16,2,0,2,0,0,7,Views
1421,2322,131,39,48,0,2,0,0,3,Views
1423,2325,27,14,3,0,2,3,0,1,Views
1424,2328,148,14,44,0,1,12,1426,4,Views
1425,2329,59,79,0,0,2,1,0,1,Views
1434,2344,114,9,2,0,1,32,12383,1,Views
1444,2367,83,19,0,0,2,7,0,12,Views
1448,2376,41,8,0,0,2,2,0,0,Views
1454,2387,249,22,4,0,2,5,0,0,Views
1458,2392,11860,2359,883,7,2,4,0,3,Views
1461,2399,68,8,0,0,2,0,0,1,Views
1464,2403,378,29,5,0,2,1,0,0,Views
1465,2405,191,13,12,0,1,4,396,0,Views
1466,2407,348,28,2,0,2,2,0,0,Views
1475,2425,1230,238,51,3,2,7,0,0,Views
1476,2426,190,20,21,0,2,3,0,0,Views
1483,2440,138,13,2,0,2,7,0,0,Views
1486,2454,81,12,0,0,2,2,0,1,Views
1488,2456,376,40,18,0,2,16,0,4,Views
1492,2472,91,11,0,0,2,10,0,1,Views
1493,2473,73,11,0,0,2,4,0,5,Views
1498,2489,131,23,1,0,2,3,0,0,Views
1507,2511,101,15,6,0,2,10,0,6,Views
1508,2513,399,63,68,0,1,6,1430,3,Views
1509,2516,127,14,0,0,1,54,9927,2,Views
1515,2526,356,54,2,0,2,-1,0,1,Views
1519,2535,233,31,1,0,2,0,0,1,Views
1522,2539,521,18,1,0,2,3,0,10,Views
1523,2540,236,32,2,0,2,1,0,0,Views
1525,2544,216,22,3,0,2,5,0,0,Views
1526,2546,949,77,17,3,2,18,0,1,Views
1537,2566,122,24,7,0,2,20,0,0,Views
1548,2585,126,11,2,0,1,1,171,3,Views
1554,2592,802,323,9,20,1,3,1916,2,Views
1559,2599,163,10,7,0,2,12,0,3,Views
1568,2616,138,22,11,0,2,0,0,0,Views
1569,2617,156,18,0,1,1,4,1284,14,Views
1572,2622,179,13,24,0,2,1,0,8,Views
1574,2624,168,10,4,0,2,3,0,0,Views
1575,2629,186,16,0,0,2,17,0,4,Views
1578,2633,101,11,4,0,2,2,0,1,Views
1579,2634,171,61,0,0,2,0,0,0,Views
1580,2635,393,75,38,1,1,3,3271,4,Views
1584,2644,26,22,0,0,2,1,0,1,Views
1585,2645,3561,585,613,0,2,28,0,2,Views
1589,2652,179,47,4,0,2,2,0,1,Views
1592,2658,523,21,6,0,2,2,0,0,Views
1593,2659,75,11,5,0,2,23,0,1,Views
1594,2660,485,113,54,2,2,1,0,2,Views
1597,2665,279,39,10,0,2,11,0,0,Views
1600,2671,101,11,0,0,2,10,0,3,Views
1606,2690,108,9,3,0,2,1,0,0,Views
1611,2696,151,34,0,0,2,6,0,1,Views
1621,2714,501,56,74,1,2,0,0,0,Views
1623,2719,1273,146,439,0,2,16,0,7,Views
1627,2728,926,67,7,0,1,4,1259,0,Views
1629,2730,61,9,0,0,1,15,2066,0,Views
1632,2735,101,8,0,0,2,2,0,1,Views
1634,2739,180,18,35,0,1,4,284,2,Views
1635,2742,66,15,1,0,1,5,4034,1,Views
1638,2746,178,16,16,0,1,8,2423,4,Views
1640,2750,821,101,187,3,2,7,0,0,Views
1644,2761,86,13,1,0,2,2,0,2,Views
1650,2770,148,31,41,0,1,8,779,0,Views
1651,2772,287,25,17,0,1,15,1544,5,Views
1652,2773,485,76,11,4,2,6,0,0,Views
1654,2775,2430,155,156,2,2,2,0,3,Views
1657,2779,21,20,0,0,2,1,0,0,Views
1662,2789,86,11,14,0,2,7,0,2,Views
1669,2798,1942,189,366,2,2,3,0,0,Views
1671,2801,189,14,2,0,2,3,0,0,Views
1672,2802,46,33,5,0,2,1,0,0,Views
1673,2806,28,12,2,0,1,16,6331,5,Views
1680,2814,128,14,0,0,2,0,0,4,Views
1681,2816,47,13,4,0,2,4,0,0,Views
1682,2817,9604,1244,1437,8,2,1,0,1,Views
1684,2820,307,14,12,0,2,1,0,4,Views
1686,2824,306,28,26,0,1,13,1590,0,Views
1688,2830,246,16,53,0,2,4,0,4,Views
1691,2833,281,25,8,2,2,7,0,4,Views
1693,2838,214,11,9,0,2,1,0,0,Views
1696,2842,187,16,2,0,2,3,0,0,Views
1699,2848,160,20,25,0,2,2,0,1,Views
1700,2849,576,76,18,0,1,3,585,5,Views
1707,2860,3359,467,134,7,1,3,1001,0,Views
1711,2875,86,8,1,0,1,2,144,1,Views
1713,2884,101,8,1,0,2,0,0,3,Views
1714,2885,107,27,9,0,2,3,0,2,Views
1717,2889,153,97,0,0,2,2,0,0,Views
1722,2898,1102,105,60,2,2,2,0,0,Views
1725,2904,161,25,7,0,1,5,629,3,Views
1729,2908,6,8,0,0,2,23,0,3,Views
1733,2912,263,83,107,0,2,1,0,0,Views
1735,2914,152,36,9,0,1,9,3995,2,Views
1737,2917,308,8,17,0,1,10,1436,2,Views
1740,2921,1177,153,804,48,2,7,0,0,Views
1745,2934,34,8,0,0,1,3,574,0,Views
1748,2942,295,27,16,0,2,6,0,1,Views
1752,2952,180,14,3,0,2,5,0,3,Views
1754,2956,364,61,27,0,1,17,439,0,Views
1755,2958,10470,655,210,6,1,2,541,2,Views
1756,2959,79,10,5,0,2,7,0,24,Views
1758,2961,128,10,3,0,2,4,0,1,Views
1760,2965,420,33,33,2,2,1,0,0,Views
1762,2970,13647,5441,2468,212,2,2,0,2,Views
1763,2971,101,8,0,0,1,15,733,3,Views
1764,2973,493,27,17,0,2,1,0,0,Views
1766,2975,531,27,10,1,1,5,1153,2,Views
1769,2981,1091,84,915,1,1,6,1227,0,Views
1772,2986,78,17,1,0,2,3,0,2,Views
1779,3008,247,20,5,0,2,6,0,5,Views
1782,3014,345,126,34,1,5,0,0,0,Views
1784,3017,118,11,2,0,4,0,0,0,Views
1786,3019,8045,500,228,57,4,0,0,0,Views
1787,3025,254,21,26,0,2,3,0,0,Views
1788,3026,844,43,1,0,2,2,0,0,Views
1792,3031,128,9,1,0,1,3,1054,0,Views
1796,3040,92,56,20,0,2,10,0,0,Views
1797,3044,101,17,1,0,2,9,0,1,Views
1798,3048,136,29,2,0,1,21,2748,0,Views
1801,3052,185,24,8,0,1,10,796,8,Views
1806,3058,1123,117,124,1,2,1,0,6,Views
1808,3062,193,28,6,0,1,1,260,0,Views
1812,3069,61,11,0,0,1,7,2594,5,Views
1814,3074,143,13,0,0,2,5,0,1,Views
1816,3077,357,73,58,1,2,2,0,0,Views
1820,3084,186,13,1,0,2,3,0,1,Views
1822,3086,127,10,2,0,1,6,2789,2,Views
1826,3094,248,68,40,0,2,2,0,0,Views
1827,3096,40,13,1,0,2,2,0,0,Views
1828,3098,282,20,8,0,2,1,0,0,Views
1829,3100,101,9,2,0,1,3,267,4,Views
1830,3104,45,17,2,0,1,9,1431,0,Views
1831,3107,52,14,0,0,2,6,0,0,Views
1832,3108,101,8,0,0,2,9,0,4,Views
1834,3111,147,18,0,0,2,3,0,2,Views
1840,3125,582,56,3,0,2,3,0,10,Views
1846,3136,226,29,8,0,1,11,30192,6,Views
1847,3137,111,9,26,0,2,9,0,0,Views
1848,3140,259,69,31,2,1,2,2884,1,Views
1849,3141,101,45,0,0,2,4,0,0,Views
1851,3143,138,16,4,0,1,6,2001,2,Views
1860,3178,158,11,0,0,2,1,0,1,Views
1863,3183,36,8,0,0,2,2,0,2,Views
1864,3184,144,17,7,0,2,20,0,0,Views
1865,3186,188,12,21,0,2,1,0,0,Views
1868,3189,56,30,0,0,5,0,0,0,Views
1879,3205,261,13,2,0,2,5,0,3,Views
1896,3232,176,10,1,0,1,5,172,0,Views
1906,3248,473,1055,48,0,2,10,0,2,Views
1917,3262,2090,202,42,7,1,23,2923,0,Views
1920,3265,764,84,61,0,2,6,0,0,Views
1923,3269,761,56,15,0,2,3,0,0,Views
1924,3270,221,53,4,0,1,12,4271,0,Views
1929,3277,13898,2866,869,12,2,2,0,0,Views
1930,3280,287,22,7,0,2,3,0,0,Views
1937,3292,168,22,3,0,2,1,0,0,Views
1938,3293,644,53,116,11,2,4,0,4,Views
1945,3301,533,44,12,0,2,1,0,0,Views
1948,3306,277,16,19,0,2,2,0,0,Views
1950,3309,416,32,100,0,1,3,272,0,Views
1951,3310,735,98,69,0,2,5,0,1,Views
1960,3328,121,8,0,0,1,7,652,0,Views
1962,3330,324,15,20,1,2,4,0,0,Views
1963,3331,1068,67,30,1,1,25,3894,6,Views
1965,3333,136,67,7,0,1,2,1215,0,Views
1970,3342,100,39,1,0,1,6,2352,3,Views
1971,3343,101,10,8,0,2,9,0,2,Views
1972,3345,222,45,23,0,2,1,0,1,Views
1973,3347,209,14,0,0,2,1,0,3,Views
1974,3348,114,23,1,0,2,5,0,2,Views
1982,3369,1162,146,25,0,1,0,571,0,Views
1986,3376,929,86,41,2,2,19,0,3,Views
1990,3382,8009,3559,183,24,2,1,0,2,Views
1991,3385,128,9,0,0,2,2,0,2,Views
1993,3388,230,23,27,0,2,4,0,8,Views
1994,3392,171,10,0,0,1,38,1681,1,Views
1997,3396,696,30,12,0,2,4,0,6,Views
2000,3405,121,17,0,0,2,14,0,6,Views
2003,3411,703,248,34,4,2,8,0,3,Views
2008,3422,201,39,2,0,2,8,0,3,Views
2014,3432,995,82,79,0,2,6,0,2,Views
2017,3437,96,21,0,0,2,2,0,0,Views
2018,3438,18,8,0,0,1,8,5307,17,Views
2021,3442,31,13,0,0,2,15,0,0,Views
2022,3443,275,37,19,0,2,6,0,1,Views
2028,3452,101,10,1,0,2,3,0,0,Views
2029,3454,457,75,66,3,2,5,0,2,Views
2036,3467,340,11,62,0,2,19,0,0,Views
2039,3476,141,8,2,0,1,14,16090,0,Views
2041,3484,244,35,7,2,1,6,3094,0,Views
2042,3485,195,77,23,1,2,3,0,0,Views
2043,3488,1463,221,427,4,2,1,0,1,Views
2044,3489,737,122,51,2,1,5,3416,0,Views
2049,3500,148,27,1,0,2,6,0,1,Views
2050,3501,159,23,13,0,2,13,0,0,Views
2054,3512,136,11,38,0,2,5,0,1,Views
2060,3521,121,17,3,0,2,15,0,5,Views
2062,3525,909,75,39,6,2,8,0,1,Views
2067,3535,121,12,2,0,2,5,0,1,Views
2072,3541,366,9,16,0,2,0,0,1,Views
2079,3552,270,45,4,0,1,4,447,0,Views
2083,3556,178,17,29,0,1,7,1271,1,Views
2085,3561,130,9,1,0,1,15,3588,2,Views
2087,3567,2951,309,88,4,2,9,0,1,Views
2089,3572,494,133,56,2,2,2,0,2,Views
2092,3577,688,23,19,0,2,4,0,0,Views
2093,3579,205,23,3,0,2,2,0,0,Views
2094,3582,701,57,44,2,2,-1,0,10,Views
2096,3584,140,12,0,0,1,8,633,0,Views
2098,3586,177,12,1,0,1,2,733,2,Views
2101,3589,211,49,25,0,1,6,4354,6,Views
2103,3591,304,30,55,0,2,1,0,4,Views
2106,3595,913,653,2,0,1,20,7263,2,Views
2108,3597,122,20,21,0,2,17,0,8,Views
2110,3601,3773,343,360,2,2,4,0,0,Views
2112,3604,146,26,2,0,2,4,0,1,Views
2115,3614,56,9,2,0,1,12,9750,0,Views
2126,3637,101,8,1,0,2,1,0,0,Views
2128,3640,549,68,135,2,1,6,2178,3,Views
2134,3651,168,48,16,0,2,2,0,8,Views
2135,3652,218,12,3,0,1,11,3268,0,Views
2138,3658,156,8,0,0,2,3,0,2,Views
2142,3670,21,8,0,0,2,9,0,0,Views
2143,3671,429,57,7,0,2,3,0,2,Views
2147,3678,145,14,1,0,2,3,0,0,Views
2149,3681,197,43,17,0,2,1,0,0,Views
2158,3700,373,39,31,2,2,0,0,0,Views
2161,3703,101,10,12,0,2,2,0,1,Views
2163,3705,13,10,0,0,2,2,0,3,Views
2169,3722,193,32,1,0,2,0,0,0,Views
2171,3725,186,24,0,0,2,9,0,6,Views
2175,3732,398,16,14,0,2,4,0,3,Views
2180,3744,46,24,13,0,2,26,0,1,Views
2181,3745,33,10,0,0,2,2,0,2,Views
2184,3748,1391,589,237,7,2,2,0,0,Views
2186,3753,101,51,4,0,2,8,0,0,Views
2189,3757,93,8,0,0,1,4,1900,1,Views
2192,3762,138,41,9,1,1,3,339,9,Views
2195,3773,178,10,9,0,2,1,0,1,Views
2196,3774,246,8,1,1,2,2,0,0,Views
2201,3786,418,39,2,0,2,1,0,0,Views
2206,3794,705,97,90,25,2,0,0,6,Views
2209,3799,186,23,8,1,1,10,249,3,Views
2215,3805,759,32,0,0,1,3,331,2,Views
2216,3807,367,67,34,1,2,2,0,1,Views
2218,3812,83,23,17,0,2,6,0,2,Views
2220,3816,121,9,5,0,2,53,0,3,Views
2226,3826,1460,390,1883,145,1,4,3530,0,Views
2227,3827,198,19,4,0,2,8,0,5,Views
2229,3831,156,8,1,0,2,1,0,3,Views
2231,3834,179,55,5,0,2,2,0,0,Views
2232,3835,1329,119,157,1,1,3,75,0,Views
2237,3843,33,8,0,0,2,9,0,0,Views
2241,3847,180,11,6,0,2,10,0,3,Views
2245,3856,48,27,15,0,1,4,477,1,Views
2248,3861,43,9,0,0,2,6,0,0,Views
2253,3867,121,21,1,0,2,3,0,0,Views
2255,3870,74,34,0,0,2,3,0,0,Views
2256,3874,1525,262,49,0,1,11,5977,2,Views
2261,3883,91,29,4,0,2,5,0,1,Views
2263,3886,109,20,1,0,2,2,0,2,Views
2264,3891,51,9,2,0,2,6,0,4,Views
2267,3897,162,23,5,0,2,2,0,1,Views
2269,3899,186,17,0,0,2,3,0,0,Views
2272,3903,476,181,363,1,2,1,0,0,Views
2274,3911,2481,456,337,7,1,21,1519,0,Views
2278,3915,101,23,86,0,1,6,1087,0,Views
2279,3919,857,98,61,0,2,1,0,0,Views
2283,3926,43,8,0,0,1,2,138,0,Views
2285,3929,155,20,20,0,2,0,0,2,Views
2309,3984,357,39,6,0,1,11,8456,0,Views
2314,4001,119,22,30,0,2,2,0,0,Views
2315,4002,192,16,0,0,2,1,0,3,Views
2321,4011,216,16,8,0,2,0,0,4,Views
2337,4040,108,77,12,0,1,13,4121,0,Views
2340,4043,128,23,3,0,1,6,511,0,Views
2341,4045,155,32,12,0,2,6,0,3,Views
2342,4049,146,10,3,0,2,4,0,0,Views
2345,4054,495,38,0,0,2,1,0,3,Views
2349,4060,103,26,8,0,2,4,0,0,Views
2351,4062,282,63,5,0,1,9,3567,4,Views
2353,4068,118,8,3,0,1,7,1071,8,Views
2356,4072,133,9,6,0,1,3,933,6,Views
2363,4083,138,19,6,0,2,3,0,6,Views
2365,4087,211,16,16,0,2,2,0,0,Views
2371,4095,163,9,3,0,2,12,0,2,Views
2374,4098,45,18,0,0,2,8,0,1,Views
2376,4101,133,9,6,0,1,9,1264,0,Views
2382,4110,597,44,43,0,2,2,0,0,Views
2383,4111,123,12,4,0,1,19,1759,7,Views
2386,4116,156,12,47,0,2,11,0,1,Views
2393,4134,113,9,0,0,2,1,0,1,Views
2401,4144,116,40,0,0,2,7,0,3,Views
2404,4147,290,53,23,0,2,4,0,7,Views
2407,4150,83,9,0,0,1,4,697,2,Views
2412,4164,613,66,125,2,2,2,0,1,Views
2415,4169,128,9,3,0,2,0,0,3,Views
2417,4171,156,15,0,0,2,1,0,0,Views
2419,4173,43,14,0,0,2,2,0,0,Views
2421,4176,402,13,2,0,2,3,0,9,Views
2433,4203,40,9,0,0,1,1,310,0,Views
2434,4204,30,8,5,0,2,9,0,0,Views
2435,4209,31,23,1,0,2,3,0,2,Views
2439,4213,155,13,21,0,2,14,0,2,Views
2447,4226,245,19,14,0,1,14,532,1,Views
2449,4230,26,8,0,0,2,0,0,0,Views
2452,4237,43,8,2,0,2,5,0,0,Views
2453,4238,365,25,22,0,1,4,152,0,Views
2455,4240,171,14,29,0,2,1,0,0,Views
2457,4245,101,10,0,0,1,3,5372,0,Views
2461,4253,19585,6948,155,56,2,0,0,0,Views
2463,4257,6461,434,186,6,2,4,0,3,Views
2467,4263,87,26,0,0,2,1,0,0,Views
2471,4268,109,11,3,0,2,12,0,3,Views
2476,4274,173,18,1,0,2,27,0,2,Views
2482,4286,132,15,7,0,1,3,284,0,Views
2484,4290,517,64,40,0,2,6,0,0,Views
2488,4294,1,10,0,0,1,3,1089,0,Views
2493,4301,175,29,5,0,2,33,0,1,Views
2497,4306,123,10,1,0,2,1,0,0,Views
2508,4319,246,31,1586,2,2,2,0,6,Views
2511,4322,145,9,1,1,2,9,0,0,Views
2513,4325,507,83,36,0,1,3,254,0,Views
2516,4328,145,8,9,0,1,6,2857,1,Views
2517,4329,546,38,2,0,2,5,0,1,Views
2521,4334,160,10,3,0,1,3,840,4,Views
2523,4337,699,60,75,2,1,9,697,2,Views
2524,4338,149,8,2,0,2,3,0,8,Views
2526,4340,119,16,0,0,2,5,0,3,Views
2532,4350,143,11,0,0,1,3,256,0,Views
2539,4360,404,62,68,0,1,8,707,0,Views
2543,4364,131,9,6,0,1,26,2469,0,Views
2547,4368,11,12,0,0,1,1,1403,0,Views
2549,4370,253,19,6,0,2,1,0,2,Views
2555,4379,116,9,2,0,2,1,0,0,Views
2565,4394,51,20,0,0,1,9,7407,3,Views
2569,4398,236,17,20,0,2,7,0,0,Views
2572,4401,172,9,7,0,1,1,703,0,Views
2574,4403,205,24,4,0,1,6,268,1,Views
2588,4422,33,10,2,0,1,5,1468,2,Views
2591,4425,126,11,0,0,2,2,0,6,Views
2592,4426,1912,336,126,1,2,4,0,1,Views
2598,4432,128,15,10,0,2,6,0,0,Views
2607,4443,187,11,11,0,2,0,0,2,Views
2609,4446,29,12,3,0,1,3,274,0,Views
2614,4453,56,8,0,0,1,3,628,0,Views
2617,4456,213,13,3,0,2,4,0,4,Views
2628,4468,11,9,0,0,2,17,0,1,Views
2630,4470,133,9,0,0,2,7,0,4,Views
2638,4479,1376,169,449,3,2,2,0,1,Views
2641,4483,43,18,0,0,2,5,0,1,Views
2643,4485,881,61,492,17,1,4,660,0,Views
2651,4496,1015,190,2,0,1,2,696,1,Views
2652,4497,91,20,0,0,2,9,0,5,Views
2653,4498,242,36,0,0,1,18,1588,0,Views
2658,4505,25123,1245,582,4,2,6,0,0,Views
2660,4507,206,19,13,0,1,4,186,0,Views
2663,4510,101,8,14,0,1,1,2509,0,Views
2672,4521,275,16,66,1,2,0,0,2,Views
2681,4531,290,26,18,0,2,7,0,0,Views
2691,4544,171,24,2,0,1,12,6703,2,Views
2698,4552,361,20,0,0,2,16,0,5,Views
2700,4554,111,22,1,0,2,7,0,1,Views
2701,4555,21,18,0,0,2,19,0,5,Views
2702,4556,103,13,9,0,1,3,13725,0,Views
2705,4559,724,64,72,0,2,0,0,2,Views
2710,4564,206,9,2,0,1,6,258,0,Views
2713,4569,84,12,3,0,1,6,2609,0,Views
2718,4575,21,10,1,0,1,11,2024,2,Views
2719,4576,171,11,2,0,2,9,0,1,Views
2721,4578,141,8,0,0,2,1,0,0,Views
2724,4581,405,36,18,0,2,6,0,0,Views
2735,4593,140,10,7,0,2,2,0,0,Views
2738,4598,8814,516,314,11,2,1,0,6,Views
2739,4599,101,13,1,0,2,5,0,0,Views
2740,4600,86,11,41,0,1,3,964,1,Views
2744,4606,11,13,0,0,1,3,236,2,Views
2745,4607,187,45,12,0,2,1,0,0,Views
2748,4610,226,21,0,0,1,3,698,2,Views
2753,4617,109,28,22,0,2,7,0,1,Views
2754,4618,146,11,8,0,2,4,0,2,Views
2757,4621,116,22,1,0,2,7,0,2,Views
2760,4624,6,14,0,0,1,11,301,0,Views
2777,4645,1,18,0,0,2,1,0,1,Views
2793,4665,116,13,0,0,2,-1,0,2,Views
2796,4670,179,25,0,0,2,4,0,1,Views
2798,4672,130,13,23,0,2,5,0,0,Views
2799,4673,476,46,9,0,2,7,0,4,Views
2802,4677,63,12,1,0,2,1,0,0,Views
2804,4679,186,16,7,0,2,3,0,5,Views
2808,4685,58,21,2,0,1,1,1093,1,Views
2813,4691,215,39,11,1,1,2,2183,2,Views
2815,4693,145,10,2,0,2,0,0,11,Views
2820,4699,111,8,0,0,2,2,0,1,Views
2822,4701,408,90,12,0,2,2,0,3,Views
2825,4704,231,33,3,0,2,2,0,0,Views
2826,4705,240,44,11,0,2,2,0,1,Views
2836,4716,96,11,0,0,2,16,0,0,Views
2848,4733,773,68,7,5,1,2,218,2,Views
2852,4737,829,110,115,15,1,4,3877,0,Views
2853,4738,134,11,2,0,2,7,0,0,Views
2857,4742,200,15,2,0,2,6,0,0,Views
2862,4751,334,85,103,0,2,1,0,0,Views
2864,4753,16,21,0,0,1,5,786,0,Views
2865,4754,833,39,46,0,2,1,0,1,Views
2866,4756,128,8,5,0,1,14,2211,0,Views
2872,4763,156,32,18,0,2,6,0,0,Views
2874,4767,111,8,0,0,2,2,0,0,Views
2876,4769,596,47,17,0,2,2,0,0,Views
2877,4770,105,25,2,0,2,0,0,2,Views
2887,4783,172,30,9,0,1,8,2608,0,Views
2902,4804,13,10,0,0,2,1,0,0,Views
2904,4806,150,28,2,0,2,0,0,0,Views
2905,4807,101,19,0,0,1,7,210,1,Views
2908,4810,330,104,3,0,1,11,4744,0,Views
2909,4812,2052,159,505,4,1,10,2033,3,Views
2915,4820,310,8,24,0,2,2,0,2,Views
2922,4829,637,32,146,1,2,0,0,0,Views
2935,4843,543,102,32,0,1,3,531,0,Views
2939,4848,36,13,0,0,2,5,0,1,Views
2944,4853,133,32,1,0,2,5,0,1,Views
2947,4856,17791,5927,2122,412,1,3,654,2,Views
2951,4862,3544,460,358,3,2,3,0,0,Views
2953,4864,377,55,25,0,2,2,0,3,Views
2958,4872,1183,140,157,15,1,3,248,4,Views
2965,4879,41,14,0,0,2,2,0,4,Views
2967,4881,391,15,3,0,2,3,0,0,Views
2973,4887,31,19,3,0,2,2,0,0,Views
2981,4895,208,8,4,0,2,12,0,4,Views
2983,4897,51,42,0,0,2,5,0,0,Views
2984,4898,119,20,0,0,1,7,1866,0,Views
2985,4899,6,11,0,0,2,3,0,2,Views
2986,4900,36,13,1,0,2,3,0,1,Views
2989,4903,144,32,0,0,2,10,0,13,Views
2993,4908,328,36,73,6,1,5,248,5,Views
3001,4916,587,46,205,8,2,4,0,2,Views
3007,4925,308,11,73,0,2,5,0,0,Views
3020,4942,243,29,6,1,1,1,781,8,Views
3034,4959,46,12,1,0,1,10,726,1,Views
3038,4966,227,31,6,0,2,3,0,1,Views
3045,4975,42,26,14,0,2,6,0,3,Views
3047,4978,143,11,3,0,1,12,1096,0,Views
3049,4980,101,8,25,0,1,7,1568,0,Views
3052,4983,23,9,1,0,1,2,1224,0,Views
3064,5003,464,90,428,0,2,5,0,12,Views
3077,5020,929,82,17,0,2,28,0,1,Views
3081,5025,644,139,13,0,1,9,575,0,Views
3085,5031,153,14,3,0,2,1,0,0,Views
3096,5045,14,8,0,0,1,3,179,0,Views
3106,5055,669,74,89,11,2,3,0,1,Views
3108,5057,130,8,2,0,2,2,0,0,Views
3109,5058,34,11,2,0,1,2,590,5,Views
3131,5084,28,8,2,0,2,5,0,3,Views
3139,5093,60,10,0,0,1,5,847,0,Views
3148,5103,6,9,0,0,2,5,0,3,Views
3152,5111,275,58,6,0,1,6,370,0,Views
3155,5114,152,24,3,0,1,8,263,11,Views
3165,5126,76,16,0,0,2,13,0,0,Views
3173,5137,181,20,0,0,2,3,0,0,Views
3175,5144,101,12,1,0,1,2,189,4,Views
3195,5172,356,21,7,0,1,4,1847,2,Views
3198,5176,742,175,28,1,2,5,0,4,Views
3200,5179,468,21,12,0,2,0,0,3,Views
3207,5187,36,11,2,0,1,3,1060,2,Views
3209,5189,164,25,5,0,1,4,1591,2,Views
3210,5191,583,286,57,0,1,2,73,3,Views
3212,5193,143,15,8,0,2,2,0,0,Views
3214,5195,11,16,0,0,1,8,3303,5,Views
3226,5210,196,12,1,0,2,12,0,2,Views
3227,5212,140,8,2,0,2,5,0,1,Views
3232,5218,26,13,0,0,2,3,0,0,Views
3233,5220,101,8,12,0,1,2,3710,3,Views
3234,5221,184,131,35,0,2,5,0,1,Views
3239,5226,94,19,8,0,1,4,225,4,Views
3240,5228,141,9,0,0,1,5,919,3,Views
3245,5234,739,49,14,2,2,3,0,3,Views
3250,5240,102,19,12,0,2,2,0,4,Views
3252,5242,138,11,2,0,2,4,0,4,Views
3253,5244,180,14,8,0,2,2,0,1,Views
3261,5256,1621,249,174,1,2,42,0,0,Views
3268,5264,911,88,75,1,2,0,0,0,Views
3272,5268,64,8,0,0,1,4,247,7,Views
3275,5271,26,9,3,0,1,1,3993,0,Views
3282,5280,480,85,23,1,2,41,0,3,Views
3288,5288,191,31,10,0,1,4,769,0,Views
3289,5289,708,75,32,5,2,7,0,7,Views
3295,5296,392,16,26,1,2,24,0,1,Views
3303,5306,101,20,0,0,1,3,1899,0,Views
3315,5321,510,38,47,0,1,4,2134,0,Views
3328,5339,1863,238,224,13,2,1,0,0,Views
3333,5344,182,23,3,0,1,40,16006,0,Views
3335,5346,90,14,0,0,1,7,1416,0,Views
3338,5351,249,24,12,0,1,8,3386,4,Views
3342,5355,138,11,1,0,2,14,0,4,Views
3348,5362,101,20,2,0,2,9,0,3,Views
3351,5365,206,8,3,0,2,6,0,2,Views
3352,5366,116,21,0,0,1,7,1487,0,Views
3357,5372,83,23,2,0,1,2,239,0,Views
3358,5373,228,65,2,0,2,14,0,0,Views
3362,5377,101,9,0,0,2,3,0,2,Views
3363,5378,113,8,2,0,2,10,0,2,Views
3366,5382,136,9,1,0,1,2,756,5,Views
3367,5383,165,19,11,0,2,4,0,5,Views
3370,5387,435,20,23,0,1,14,4277,3,Views
3375,5392,146,55,7,0,1,9,1053,2,Views
3379,5397,177,70,0,0,2,2,0,1,Views
3386,5404,263,30,15,0,2,2,0,0,Views
3387,5405,407,164,40,0,2,2,0,0,Views
3388,5407,244,11,49,2,2,8,0,0,Views
3396,5419,134,45,54,0,2,0,0,2,Views
3405,5429,1855,294,406,1,2,3,0,1,Views
3417,5443,310,27,15,0,1,3,544,2,Views
3420,5447,191,19,3,0,2,12,0,0,Views
3433,5461,152,15,11,0,1,1,158,6,Views
3436,5464,384,62,8,1,2,9,0,1,Views
3443,5471,439,73,38,0,2,6,0,2,Views
3445,5473,121,10,4,0,2,3,0,0,Views
3451,5480,357,79,35,0,2,2,0,0,Views
3452,5481,11,8,0,0,2,9,0,3,Views
3459,5491,21,11,0,0,2,3,0,1,Views
3461,5493,121,9,7,0,2,4,0,2,Views
