Id,PostId,Score,Text,CreationDate,UserId,UserDisplayName
292,135,0,"Thanks for the information, drknexus.","2010-07-21 16:53:25",39,NULL
294,36,4,"should be community wiki","2010-07-21 17:08:26",219,NULL
295,428,0,"This is interesting, and where some statistical advice could come in! Assume in total I've got (say) 500,000 i.i.d. points and I look at groups of (say) 1,000 of them, and calculate the median of each group. Now I've got 500 medians. Is there theory that could allow me to calculate a confidence interval for the overall median based on these 500 medians?","2010-07-21 17:10:16",247,NULL
298,223,2,"Is he looking to perform statistical analyses, interpret the output or critique published papers that use statistical methods?","2010-07-21 17:23:52",215,NULL
300,437,0,"I guess I should take the first suggestion as a vote of confidence.","2010-07-21 17:52:02",89,NULL
301,410,0,"@Silent: We would still need to guess what your problem really is. What is N? Number of sunflares in hundreds or the voltage you measure on some battery? It would suggest you plot your monthly means in a histogram. Fit this with a Gaussian an see if it fits and if you can justify a Gaussian fit from your model.","2010-07-21 19:24:05",56,NULL
302,244,0,"+1 for Graphviz which is often missed and really useful","2010-07-21 19:33:01",212,NULL
303,457,1,"Are you referring to a particular paper? I imagine I could find an answer to my question if I researched, studied, read a lot, but so could 95% of the questions other people ask here... Also, in some cases, particularly with macroeconomics data (which is my area), there is no more data to be collected. Data is scarce (the number of observations, I mean), and you just have to live with it. There is no "get more data" solution. I was hoping someone here would know the topic, but it doesn't seem like. Maybe once the website is opened to the general public?","2010-07-21 20:07:46",90,NULL
304,461,0,"Indeed some people are taking Tufte as gospel and not being particularly flexible...","2010-07-21 20:31:16",259,NULL
305,464,0,"No, nothing to do with Qnotifier, and that's not mine, it's a commercial product. The data I'm working with is very similar to that though.

Completely agree with the "color the part over the threshold" but the plotting tools in use currently here don't allow that level of control. :-(","2010-07-21 20:42:35",259,NULL
306,450,0,"Can you give examples of alternatives? I'd like to look into that.","2010-07-21 20:56:10",77,NULL
307,450,5,"The mostly known and the simplest is the Median-Median regression, well known from smart calculators (Sigh!). Consult also Wikipedia  http://en.wikipedia.org/wiki/Robust_regression and maybe CRAN's Robust task view http://cran.r-project.org/web/views/Robust.html","2010-07-21 21:20:20",88,NULL
308,464,0,"Too bad... Still you can make the same trick only with the color of the threshold line.","2010-07-21 21:23:35",88,NULL
310,133,1,"Hmmm I actually like the KS test answer better than mine !","2010-07-22 00:07:38",139,NULL
311,185,0,"I actually scanned that at work yesterday. It's an interesting read - I wish I had more time to absorb the material in it, but I had to get what I needed and move on.","2010-07-22 00:39:46",110,NULL
312,457,0,"I suspect the answer to your question will be domain/model specific and hence I am not sure I can recommend a specific paper.","2010-07-22 01:19:43",NULL,user28
313,247,3,"More specifically, the asker may be interested in [JFreeChart](http://www.jfree.org/jfreechart/) which powers a lot of Incanter graphics.","2010-07-22 03:23:01",13,NULL
314,262,0,"Actually, an even easier way is to use R+deducer with ggplot2 (there is a new release of this which is about to come out in the next few months.  A beta is currently available)","2010-07-22 03:57:44",253,NULL
315,423,2,"I do have to ask though- how come cartoons are in and jokes are out?","2010-07-22 05:09:53",13,NULL
316,423,0,"@sharpie: are jokes out?  We obviously don't want the entire site to be humor, but everyone benefits from a little educational humor in small doses.","2010-07-22 05:15:40",5,NULL
317,479,0,"Totally agree. By making it a background it is clearly not data, but my making it coloured it shows a clear change in 'state'.","2010-07-22 09:04:20",210,NULL
318,461,0,"Leaving the reader to figure things out has been a source of countless problems. You have to communicate your message properly and if your message is the data over this line is an issue you must shown the line which is concerning.","2010-07-22 09:47:28",210,NULL
319,151,25,""Squaring always gives a positive value, so the sum will not be zero." and so does absolute values.","2010-07-22 09:54:23",223,NULL
320,483,0,"Sorry, bu I don't really understand your answer. What do you mean by "In detail, each tree is build on a sample of objects drawn with replacement from the original set"

 Can you give more precision on where I find the details "here"?","2010-07-22 10:04:51",223,NULL
321,262,2,"Nice example, but the plot is hardly publication quality. Or at least none of the journals I publish in would accept it.","2010-07-22 11:02:42",214,NULL
322,411,1,"I like the question, there may be already most of the possible answer in the question... do you have an idea of the type of answer/developpement you want?","2010-07-22 11:18:44",223,NULL
323,485,2,"Should be community wiki.","2010-07-22 11:21:23",88,NULL
324,483,0,"This is how bagging works; check out http://en.wikipedia.org/wiki/Bootstrap_aggregating . Here is a link  (hardly visible in that theme I admit) to the detailed RF reference.","2010-07-22 11:24:12",88,NULL
325,48,2,"can you give one of those or advise a particular one in the book?","2010-07-22 11:30:13",223,NULL
326,490,0,"Is it a question or a pool? If the latter, it should be community wiki. If the first, give more details about what you want to achieve? For instance, is it all-relevant or rather  minimal-optimal selection? How much is many? How   hard is the classification problem?","2010-07-22 11:38:20",88,NULL
327,492,0,"What about slow (standard) Fourier transform.","2010-07-22 11:45:24",88,NULL
328,490,0,"pool... many means 1000 features or more and less than 100 observations.","2010-07-22 11:58:08",223,NULL
329,498,1,"Also, I know this might get flagged off-topic, or not statistical, but maybe not. I wouldn't mind seeing any SAS/R/SPPS/Stata question be fair game here. Statisticians should be the most experienced in these packages.","2010-07-22 11:59:44",62,NULL
330,498,0,"imho offtopic. Even though it is an "Analysis" program, the question has definitely nothing to do with statistical analysis. Suggestion: contact the manufacturer of SAS, they can fix the problem.","2010-07-22 12:05:58",190,NULL
331,498,1,"See also http://meta.stats.stackexchange.com/questions/1/how-to-answer-r-questions . Option 3 seems to be favored here, which means that questions that have not anything to do with statistics are closed/move. I think this is the same case.","2010-07-22 12:12:06",190,NULL
332,503,0,"Yes, certainly when I need to I output what I want into excel, or csv, or whatever, but at times, I just want a quick  C & P. It behave very oddly. . .not even giving me the option of "copy" from the "edit" drop-down.","2010-07-22 12:33:19",62,NULL
333,168,1,"If I could vote up more than once, I would do it!","2010-07-22 12:38:01",223,NULL
334,460,0,"The procedure I already gave can be applied in large dimension, as I said, using a gaussian assumption.  If the dimension is really large with respect to the sample size (i.e. p>>n) then you can  make some sparcity assumption (assume that the parameters of your gaussian distribution lie in a low dimensional space for example)  and use a thresholding estimation procedure for the estimation of the parameters...","2010-07-22 13:16:30",223,NULL
335,151,13,"@robin girard: That is correct, hence why I preceded that point with "The benefits of squaring include". I wasn't implying that anything about absolute values in that statement. I take your point though, I'll consider removing/rephrasing it if others feel it is unclear.","2010-07-22 13:19:20",81,NULL
336,498,2,"I think questions about how to implement a statistical analysis in SAS/R/whatever are ok. But, purely interface questions are off-topic.","2010-07-22 13:38:33",NULL,user28
337,423,0,"@Sharpie, feel free to close or reopen according to your feelings! I agree with Shane, a bit is ok, but not too much. For example, this question already included a funny cartoon. The jokes question not really a funny joke....","2010-07-22 13:58:03",190,NULL
338,423,25,"These cartoons are useful too; they can be included in a lecture on a particular topic where you are trying to explain a concept (e.g. correlation/causation above).  A little humor can help to keep an audience engaged.","2010-07-22 14:22:11",5,NULL
339,411,1,"Not very specifically.  I'm quite ignorant of statistics and one of my reasons for asking is to learn which criteria statisticians would use to pick between different metrics.  Since I did already describe one important practical advantage of 1 (you can actually compute it) I'm especially interested in theoretical motivations.  Say, is the information provided by estimates of Kolmogorov distance frequently of direct use in applications?","2010-07-22 14:50:34",89,NULL
340,328,0,"Given the current state of national economies due to the rescue of the various financial institutions, one may question the value of accepted knowledge in this field, save for greater fool theory.","2010-07-22 15:06:12",229,NULL
341,36,4,"That pirates / global warming chart is clearly cooked up by conspiracy theorists - anyone can see they have deliberately plotted even spacing for unequal time periods to avoid showing the recent sharp increase in temperature as pirates are almost entirely wiped out.
We all know that as temperatures rise it makes the rum evaporate and pirates cannot survive those conditions.
;-)","2010-07-22 16:08:37",270,NULL
342,461,0,"... right.  I wasn't suggesting he leave it to the reader *if it was a part of his message*.  I was saying that if the threshold weren't a part of the plot, he could either leave it out entirely or incorporate a subtle visual cue to make the threshold easier to find if the reader wanted to look for it.","2010-07-22 16:09:04",71,NULL
343,155,6,"Should be community wiki.","2010-07-22 16:13:35",88,NULL
344,517,6,"First, two lines from wiki: "In computer science, semi-supervised learning is a class of machine learning techniques that make use of both labeled and unlabeled data for training - typically a small amount of labeled data with a large amount of unlabeled data. Semi-supervised learning falls between unsupervised learning (without any labeled training data) and supervised learning (with completely labeled training data)." Does that help?","2010-07-22 16:25:36",NULL,user28
345,11,0,"Can you be a little more specific?","2010-07-22 16:26:29",88,NULL
346,517,0,"What do you have in mind with "Algorithmic approaches"? I gave some examples of applications in my answer, is that what you are looking for?","2010-07-22 16:49:10",190,NULL
347,520,0,"Why the  downvote? Is it not a good answer, or do you think it's not a good tool?","2010-07-22 17:06:47",190,NULL
348,411,0,"I forgot to end my previous comment with the more or less obvious: and if so, how?","2010-07-22 17:11:20",89,NULL
349,479,1,"If you don't want too much colour, just show a band of a neutral eg light grey - but do it in the *foreground* with some high level of transparency. This means that any part of the data line which shows above this threshold will automatically "pop" as it has greater contrast to the background than to your 'normal' band.","2010-07-22 17:11:24",270,NULL
350,26,21,"Is this really the kind of question we want on this site? A simple google search, opening any stats book, or checking out wikipedia would instantly provide an answer.","2010-07-22 17:36:12",247,NULL
352,26,2,"Totally agree with PeterR","2010-07-22 18:13:11",NULL,jjgibaja
353,113,0,"Can you give an example of method selection with more details (a link to a page or a paper could be fine), this could help me to figure out more precisely. Thanks in advance","2010-07-22 18:14:49",223,NULL
354,452,0,"I am not sure of what you meant by "Robust Standard Errors are reported as a matter of course" standard errors of what? You said testing for "it" what is the test you are talking about?","2010-07-22 18:21:09",223,NULL
355,498,1,"Vote to keep. Stat software questions have to go somewhere. Stackoverflow is not the right place. Either we need to answer them here, or start statssoftware.stackexchange.com","2010-07-22 18:22:12",74,NULL
356,520,0,"I second the python recommendation here, especially if you have trouble fitting the data set into r. If you do go the python route,  have a look at "Programming Collective Intelligence" by Toby Segaran","2010-07-22 18:29:15",247,NULL
358,519,0,"Interesting example, because it looks, at first glance, like a probable cause-and-effect relationship, unlike many of the silliest examples.","2010-07-22 19:10:45",77,NULL
359,498,0,"Chief makes a good point. If not here, where? Is this purely "statistical analysis" just because of the name? Or is it a place that people working in the field can come for answers. Sometimes I just need a piece of SAS syntax that I've forgotten. I can dig through my archives, but I wouldn't mind coming here to get an answer/an alternate/a better way/ or just leave mental residue for future questioners.","2010-07-22 19:51:37",62,NULL
360,26,0,"The same concept may have different explanations at different levels... A smart sixth grader's understanding of the concept might be very different from that of a phd student, who has thought about it a lot more. It would be nice to see the basics revisited in light of more advanced concepts. That would help me understand how everything connects","2010-07-22 20:23:56",35,NULL
361,494,0,"Even if the constant is included, the AIC (AICc) can be negative.","2010-07-22 23:15:41",159,NULL
362,155,4,"Should definitely be community wiki.","2010-07-23 01:54:10",5,NULL
364,532,0,"Thanks for this answer (should be a comment ? ) 

As I already mentionned, as a comment to Rich answer's High dimension are not a problem (even 1000 could work) if you make parametric structural assumption.","2010-07-23 06:43:46",223,NULL
365,532,0,"@rob "I'm not sure what would be a good threshold " this would be the purpose of the multiple testing procedure I mentionned .... but I fully agree that things have to be filled in and I really like the outlier detection in the outlier detection !  who wants to writte a paper :) ?","2010-07-23 06:47:22",223,NULL
367,494,0,"That's what I've written.","2010-07-23 08:17:51",88,NULL
370,501,0,"But the question says there are more variables than observations. So it is not possible to begin with the full set.","2010-07-23 09:50:30",159,NULL
371,534,12,"Correlation and a strong underlying reason for a link suggest causation until proven otherwise is probably the best you can get.","2010-07-23 09:54:58",229,NULL
372,452,0,"Good point....I'm talking about the Standard Errors of regression coefficients in OLS regression and the problem of heteroscedasticity. The traditional approach would be to test for the presence of heteroscedasticity using, for example, White's test or Breusch Pagan test. If heteroscedasticity is found then one would report Robust Standard Errors, usually White Standard Errors.","2010-07-23 10:09:35",215,NULL
373,486,2,"Thanks for the helpful answers.","2010-07-23 10:37:02",266,NULL
374,541,0,""[T]hen I am making very strong assumptions about the relative difference between consecutive values of the ordinal variable."

I think this is the key point, really.  i.e. how strongly can you argue that the difference between groups 1 and 2 is comparable to that between 2 and 3?","2010-07-23 10:43:29",266,NULL
375,518,0,"Nice list, it will be very useful.","2010-07-23 11:31:31",166,NULL
376,520,0,"What downvote? I'm not familiar with Python yet, but it seems promising, I'll take a look.","2010-07-23 11:32:09",166,NULL
377,520,0,"@Victor, the first vote was a downvote (so it's now 2 upvotes/1 downvote). Maybe someone didn't like this tool. Happy I could help :)","2010-07-23 11:34:05",190,NULL
378,26,7,"I don't think the purpose of this site is to answer 6th graders questions. And my kid, when faced with such a question, would google for the answer.

If there is a specific part of the definition you don't understand, ask away. But such an unfocused question on such a basic topic indicates (to me anyway) that the poster didn't even try to find an answer. What is going to be next "What is a number and how are they used?"","2010-07-23 12:05:21",247,NULL
382,519,1,"What I like is that you can provoke lots of discussion about whether the "effect" was to actually impact fertility (in a medical sense of ability to conceive) or was it social ("I don't want to bring a child into this bad world"). Then drop the bombshell about the Pill if no-one else has brought it up. And then point out that even this can only be one possible factor and discuss some of the others.","2010-07-23 13:32:48",270,NULL
383,501,0,"What's the problem?","2010-07-23 13:41:29",88,NULL
384,486,0,"So consider accepting one.","2010-07-23 13:48:15",88,NULL
385,541,0,"I think you should make some assumption about how the continuous variable should be distributed and then try to fit this "psudohistogram" of each categorical variable frequency (I mean find bin widths which will transform it into a fitted histogram). Still, I'm not an expert in this field, its a fast&dirty idea.","2010-07-23 13:56:36",88,NULL
387,555,2,"If I am not mistaken, 

linear regression is the estimation of coefficients that define a good linear map from X to Y.

 ANOVA is a test to know if there is significant differences in X when Y take two different values.  

Can you explain us why you think they are the same?","2010-07-23 15:29:16",223,NULL
388,541,0,"Recasting binary categories as {0,1} makes sense, but turning that into a continuous [0,1] interval seems like a bit of a leap. On the broader front, I'm totally with your reluctance to weight ordinals equally unless there are powerful arguments from the model.","2010-07-23 15:29:27",174,NULL
390,455,9,"Statistical voyeurism? And there we were wondering what to call the site...","2010-07-23 15:48:25",174,NULL
391,557,0,"Thanks for the Gelman reference. I will read his paper. But, can't we analyze multilevel models using classical maximum likelihood? I agree that OLS is inefficient/inappropriate for multi-level models.","2010-07-23 15:50:47",NULL,user28
392,557,1,"+1 just for the lovely lucid even-handedness of this answer.","2010-07-23 15:56:32",174,NULL
393,556,6,"Data can be discrete without being restricted to integers. Or numbers, for that matter. It's always possible to *represent* discrete data with integers, but that doesn't mean the data can only take such values.","2010-07-23 16:06:37",174,NULL
394,557,2,"@Srikant - there any many ways to deal with multilevel data and Gelman is "the king" of this field. His point is that ANOVA is a simple/clear method of capturing the key features of complex and hierarchical data structures or study designs and ANOVA is a simple/clear way of presenting the key results. In this sense it's role is complementary or exploratory.","2010-07-23 16:30:00",215,NULL
395,565,0,"That's a great example!","2010-07-23 17:03:23",5,NULL
396,566,3,"Indeed, blending is one of the possible ensemble techniques. In particular, there are two when you combine the same sort of classifier, boosting (like Adaboost) and bagging (like Random Forest), and blending, where you combine different classifiers (what was Shane's question about).","2010-07-23 17:10:02",88,NULL
397,470,6,"Why pay $70 for the book?  To support the authors and to have a physical copy.  That's why I did it, anyway!","2010-07-23 17:13:42",5,NULL
398,411,0,"I just reread my long comment above and realized that the last question I raised is as much a practical consideration as theoretical.  In any case, that's one of the kinds of issues I'd be interested to learn about.","2010-07-23 17:23:48",89,NULL
399,26,1,"you are right.. this question is way too basic.. (but there are others like http://stats.stackexchange.com/questions/118 which are things I has confused by at some point and am glad to see discussions on on a website such as this)","2010-07-23 17:32:09",35,NULL
400,566,3,"For blending, this paper from the netflix competition is worth reading: http://www.the-ensemble.com/content/feature-weighted-linear-stacking.","2010-07-23 17:42:07",5,NULL
401,563,3,"Don't you think that the Wikipedia article about it is enough?","2010-07-23 17:59:06",88,NULL
402,534,1,"@James said it best.","2010-07-23 18:30:50",260,NULL
404,563,1,"Questions such as this require a wiki / blog post type of response. I do think questions should not require such long answers.","2010-07-23 19:50:07",NULL,user28
406,563,0,"I'm not sure the right thing to do is to simply ignore this question and refer the asker to the wiki - especially during beta where we are trying to build up the content of the site.  Perhaps the question asker should submit each of these questions individually so that they can be better addressed.","2010-07-23 20:52:00",196,NULL
407,529,0,"Sorry, I was meaning an analytical measurement method.  I've re-worded the question.","2010-07-23 20:58:13",114,NULL
408,529,0,"In that case, I think the two-sample test of equality for means/proportions is what you may want to do.","2010-07-23 21:04:24",NULL,user28
412,579,0,"Does that mean that for certain sample sizes BIC may be less stringent than AIC?","2010-07-23 21:36:49",196,NULL
413,121,0,"said "it's continuously differentiable (nice when you want to minimize it)" do you mean that the absolute value is difficult to optimize ?","2010-07-23 21:40:12",223,NULL
414,118,1,"Do you think the term standard means this is THE standard today ? Isn't it like asking why principal component are "principal" and not secondary ?","2010-07-23 21:44:37",223,NULL
415,311,1,"My opinion is that this book is THE book about extrem value theory","2010-07-23 21:56:20",223,NULL
416,532,0,"The principal component is a good powerfull idea. It will work in a lot of case. However, it is to avoid when the distribution has a trend or is multimodal... in those cases the direction of largest variation are not related to outliers.","2010-07-23 22:00:48",223,NULL
417,579,1,"Stringent is not a best word here, rather more tolerant for parameters; still, yup, for the common definitions (with natural log) it happens for 7 and less objects.","2010-07-23 22:13:56",88,NULL
419,121,14,"@robin: while the absolute value function is continuous everywhere, its first derivative is not (at x=0). This makes analytical optimization more difficult.","2010-07-23 23:59:23",7,NULL
420,470,0,"I agree with Shane... and a hardcopy makes reading it much easier.","2010-07-24 00:07:57",7,NULL
421,581,0,"What do you mean by 'viterbi training' exactly?","2010-07-24 00:40:50",240,NULL
422,579,0,"AIC is asymptotically equivalent to cross-validation.","2010-07-24 01:47:58",159,NULL
423,121,1,"Yeah, finding quantiles in general (which includes optimizing absolute values) tends to churn up linear programming type problems, which -- while they're certainly tractable numerically -- can get fiddly.  They typically don't have an analytical closed-form solution, and are a bit slower and a bit more difficult to implement than least-square-type solutions.","2010-07-24 02:55:02",61,NULL
424,574,0,"There is a lot of training involved. Training a reasonable Finnish acoustic model can take 60-100 hours of computing time. Besides that, most corpora work with standardized training, development and evaluation sets.","2010-07-24 04:50:42",190,NULL
425,588,1,"If I'm right you mix up Viterbi training and Viterbi decoding.","2010-07-24 05:00:00",190,NULL
427,121,1,"I do not agree with this. First, theoretically, the problem may be of different nature (because of the discontinuity) but not necessarily harder (for example the median is easely shown to be arginf_m E[|Y-m|]).  Second, practically, using a L1 norm (absolute value) rather than a L2 norm makes it piecewise linear and hence at least not more difficult. Quantile regression and its multiple variante is an example of that.","2010-07-24 06:01:42",223,NULL
428,118,0,"My understanding of this question is that it could be shorter just be something like: what is the difference between the MAE and the RMSE ? otherwise it is difficult to deal with.","2010-07-24 06:08:14",223,NULL
429,527,0,"Can you give more details in your question? I don't understand what is "the concentration of a particular molecule in a matrix".","2010-07-24 06:41:14",223,NULL
430,566,1,"IT is fun that meteorologist also use the word "ensemble" but not for combination: they use it for an ensemble of prediction (like scenario) obtained by perturbation of the initial conditions of the numerical model.","2010-07-24 06:46:49",223,NULL
431,529,1,"Wouldn't a test of means/proportions only give you a point estimate of whether the two methods gave the same average response for a given set of responses?  Couldn't that approach yield a result of "equal" even if the two methods were actually negatively correlated with one another?","2010-07-24 07:44:03",196,NULL
432,579,0,"@Rob Can you give a reference? I doubt that it is general.","2010-07-24 08:03:12",88,NULL
433,579,0,"@Rob For what I could found, this is true only for linear models.","2010-07-24 08:13:15",88,NULL
434,587,0,"AIC is equivalent to K-fold cross-validation, BIC is equivalent to leve-one-out cross-validation. Still, both theorems hold _only_ in case of linear regression.","2010-07-24 08:23:58",88,NULL
436,574,0,"E, 100 cores and one may live with that. Seriously, this looks dubious from a ML point of view, still I can understand the reasons why you do it in such a way. So then stick to the Srikant solution.","2010-07-24 08:44:37",88,NULL
437,585,0,"I meant significantly different results. I also think there is none, at least real-world example. Still, I think I'll wait some time more.","2010-07-24 09:04:44",88,NULL
438,590,0,"This question is a repost of http://stats.stackexchange.com/questions/536/when-a-serious-statistician-calls-a-geometric-distribution-a-geometric-density-t (see comments there). @Hibernating is the original question-asker","2010-07-24 09:09:35",190,NULL
439,121,11,"Yes, but finding the actual number you want, rather than just a descriptor of it, is easier under squared error loss.  Consider the 1 dimension case; you can express the minimizer of the squared error by the mean: O(n) operations and closed form.

You can express the value of the absolute error minimizer by the median, but there's not a closed-form solution that tells you what the median value is; it requires a sort to find, which is something like O(n log n).

Least squares solutions tend to be a simple plug-and-chug type operation, absolute value solutions usually require more work to find.","2010-07-24 09:10:00",61,NULL
441,573,0,"The question is interesting. The typos make it hard to read.","2010-07-24 09:24:27",200,NULL
442,573,0,"@Ivo I am sorry, there were a lot of mistakes indeed. I corrected a lot of them.","2010-07-24 09:40:23",190,NULL
444,587,1,"mbq, it's AIC/LOO (not LKO or K-fold) and I don't think the proof in Stone 1977 relied on linear models.  I don't know the details of the BIC result.","2010-07-24 11:01:35",251,NULL
445,93,4,"I think that if you ask a question that can be understood by people that don't know what the hazard function is and if you elaborate a bit more on what you do (how do you estimate the parameter of you'r gausian process, how do you use the gaussian process at the end) you will increase the chances to get an answer and this will be an added value for stats.stackexchange :)","2010-07-24 11:01:43",223,NULL
446,529,0,"That is a good point.","2010-07-24 12:16:03",NULL,user28
447,590,0,"I am guessing it is a typo or an oversight.","2010-07-24 12:27:31",NULL,user28
448,587,3,"ars is correct. It's AIC=LOO and BIC=K-fold where K is a complicated function of the sample size.","2010-07-24 12:42:31",159,NULL
449,512,0,"We had a look at it. Worked okay but in this case the noise still seemed to be a bit too strong and if we changed the parameters to even out the distributions enough it appeared that the trend was damped down too much. Maybe in this case there just is no solution to the data and it is just a bit too noisy.","2010-07-24 17:10:43",210,NULL
450,588,0,"You're right.  I wasn't aware that there was a procedure that used only the Viterbi algorithm to compute the transition probabilities as well.  It looks -- on further reading -- like there's some overlap of nomenclature between discrete time/discrete state HMM analysis, and discrete time/continuous state analysis using Gaussian mixture distributions.  My answer speaks to the DTDS HMM setup, and not the mixture model setup.","2010-07-24 19:08:38",61,NULL
451,587,0,"Congratulations, you've got me; I was in hurry writing that and so I made this error, obviously it's how Rob wrote it. Neverthelss it is from Shao 1995, where was an assumption that the model is linear. I'll analyse Stone, still I think you, ars, may be right since LOO in my field has equally bad reputation as various *ICs.","2010-07-24 20:10:12",88,NULL
453,603,0,"No, no, no, it is about machine learning *not* model selection.","2010-07-24 23:09:02",88,NULL
454,605,0,"To get the behavior you wanted, try using a simple CART.","2010-07-24 23:29:48",88,NULL
455,604,0,"I am not sure why you feel that in regression you will get R2 = 1 if you try to predict the predicted variable. Can you clarify?","2010-07-25 01:37:03",NULL,user28
457,603,1,"Interesting distinction. I thought model selection was central to machine learning, in almost all meanings of the term.","2010-07-25 02:40:53",30,NULL
458,13,3,"I am interested in the last statement: "the very first commercially available (and working) Bankruptcy model implemented by the credit bureaus was created through a plain old linear regression model targeting a 0-1 outcome". Which model was it? I believe that the first model was RiskCalc by Moody's, and even the first version was a logistic regression model. The developers of that model were not CS people with a background in ML, but rather in econometrics.","2010-07-25 02:58:55",30,NULL
459,587,0,"The description on Wikipedia (http://en.wikipedia.org/wiki/Cross-validation_(statistics)#K-fold_cross-validation) makes it seem like K-fold cross-validation is sort of like a repeated simulation to estimate the stability of the parameters. I can see why AIC would be expected to be stable with LOO (since LOO can wasily be conducted exhaustively), but I don't understand why the BIC would be stable with K-fold unless K is also exhaustive. Does the complex formula underlying the value for K make it exhaustive?  Or is something else happening?","2010-07-25 03:18:18",196,NULL
460,593,0,"Thanks, I think the Friedman test is interesting, but I can't quite figure out how it is doing that adjustment for Type I error in the post-hoc.  The comments say it is a "Wilcoxon-Nemenyi-McDonald-Thompson test" but I've never heard of that before could you explain it?","2010-07-25 04:29:21",196,NULL
461,501,1,"You can't fit a model that has more variables than observations. There are not enough degrees of freedom for parameter estimation.","2010-07-25 04:42:10",159,NULL
462,411,0,"I know you did not meant to be exhaustive but you could add Anderson darling statistic (see http://en.wikipedia.org/wiki/Anderson%E2%80%93Darling_test). This made me remind of a paper fromo Jager and Wellner (see http://projecteuclid.org/DPubS?service=UI&version=1.0&verb=Display&handle=euclid.aos/1194461721) which extands/generalises  Anderson darling statistic (and include in particular higher criticism of Tukey)...","2010-07-25 06:38:39",223,NULL
463,604,1,"You could improve clarity in your question. Note that A (good) classification rule may make classification errors in the learning set, this is sometime a clue to avoide overfitting.","2010-07-25 07:37:44",223,NULL
464,596,1,"Can you elaborate on what you really want to do (what is the model you want to fit) ? If you don't give a real question there won't be a real answer.","2010-07-25 07:40:01",223,NULL
465,594,0,"I am not sure but I think it is possible to interpret it as a stocastic gradient descent optimization procedure. I'll think about that...","2010-07-25 07:41:33",223,NULL
466,534,6,"Isn't it Karl Popper that said man can't establish causality: scientific theories are abstract in nature. They can be falsifiable and the fact that we encouter difficulties in falsifying something make us think about causality...","2010-07-25 07:48:30",223,NULL
467,244,0,"+1 for matplotlib and the collection... which one is your favorite ?","2010-07-25 07:51:32",223,NULL
468,501,0,"This is machine learning, so you can.","2010-07-25 08:08:08",88,NULL
469,603,0,"All those things work for trivial (mostly linear) models when you have few parameters and you just want to fit them to data to say something about it, like you have y and x and you want to check whether y=x^2 or y=x. Here I talk about estimating error of models like SVMs or RFs which can have thousands of parameters and are still not overfitting due to complex heuristics.","2010-07-25 08:22:10",88,NULL
470,604,0,"I think it is a good question; if I haven't known what I know I would thought the same.","2010-07-25 08:36:42",88,NULL
471,590,0,"Please fix spelling of Geometric. None of us have enough points yet to do editing.","2010-07-25 09:04:57",159,NULL
473,512,1,"Exponentially weighted moving averages are a special case of a kernel smoother (assuming you used a 2-sided MA rather than 1-sided). Better estimates that are generalizations of this are loess or splines -- see my answer.","2010-07-25 09:15:25",159,NULL
474,50,2,"I think this question could be formulated with more precision. With your formulation, we don't know who is "they", and we don't know if you want a general abstract mathematical definition, or an intuitive explanation for someone that don't know anything about statistic or mathematic...","2010-07-25 11:10:57",223,NULL
475,47,0,"I don't see why you want to cluster your users without any subjective input (I refer to a comment you made @reed), you said you want "the most appropriate number of clusters", but unfortunatly you don't have a clear objective, if you want to cluster your population to show something particular, you should tell us what you want to show ? If you want statistic (the data) to tell you what you want to show this is another problem :)","2010-07-25 11:24:42",223,NULL
476,194,0,"Maybe you are asking a bit to much to statistic: you said "patterns that you extract out from the data are indeed true patterns, not statistical fluke" and then you ask if there is a statistical procedure to answer the question... can I send that to xkcd :) ? more seriously, I think you should try to see if the pattern are meaningfull by trying to understand if they mean something","2010-07-25 11:29:52",223,NULL
477,242,1,"I really like this type of question, I think this type of precise real worl problem will increase the interest of the site. It would be even better if you had the possibility to add a link to the data, or to tell us (as a complement to the post) what you finally did, what was the conclusions .... however I understand that this can be confidential ...","2010-07-25 11:38:04",223,NULL
478,242,0,"I whish I could vote up again to make you pass over the question about the definition of a random variable ;)","2010-07-25 11:41:11",223,NULL
479,608,0,"+1 The code would be simple to write, still I'm very interested in seeing a clear, illustrative dataset.","2010-07-25 12:31:16",88,NULL
481,614,3,"Community wiki!","2010-07-25 15:02:22",88,NULL
482,614,0,"On the other hand, can a book be open source? It rather applies to code, so probably the better word is "open book".","2010-07-25 15:08:59",88,NULL
483,614,0,"Yes, any list question like this should be community wiki.","2010-07-25 15:25:40",5,NULL
484,185,0,"agreed, that is an excellent book. It pretty much explains how Google works :)","2010-07-25 18:41:18",74,NULL
485,615,1,"I'm still struggling to understand equations (biologist ahoy), which is why I turned to the community here, hoping it will help me explain the difference in layman's terms.","2010-07-25 19:18:23",144,NULL
486,613,0,"Thanks for your answer, it makes sense :)","2010-07-25 19:29:14",90,NULL
487,611,0,"I am afraid I do not follow much of what you wrote as I am not a trained mathematician. Are you saying that all 'discrete distributions' are in some sense densities under a very general definition?","2010-07-25 19:39:03",NULL,user28
488,611,2,"Without much mathematic you could say that a continuous variable has a density with respect to the Lebesgue measure, and a discrete random variable has a density with respect to the counting measure.","2010-07-25 19:56:22",223,NULL
492,26,3,"+1 to Peter... I think that we should directly close questions that find a direct answer on wikipedia http://en.wikipedia.org/wiki/Standard_deviation. I voted to close.","2010-07-25 20:07:35",223,NULL
